,B07_02,B07_03,B07_05,B08_01,B08_02,B14_02,B15_01,B15_02,B15_03,B15_08,B15_09,B15_10,B15_12,B15_13,B15_16,B15_17,B15_18,B18_01,B27_02,B27_03,B27_04,B27_05,B27_06,B27_07,B27_09,B35_01,B35_03,B37_01,B38_01,B39_01,B39_02,B39_09,B40_01,B40_02,B40_06,B42_01,B44_02,B44_03,B45_01,B46_01,B48_01,B51_01,B51_02,B51_03,B52_01,B53_01,B54_01,B55_01,B55_02,B56_01,B57_01,B57_02,B58_01,B58_02,B67_01,B73_01,B78_01
B15_09,9.131560469959853,12.390544997605806,10.135092657969333,27.002506432132744,23.231899231703874,18.551508122748967,12.499296957004153,10.873716024396593,14.153482707044851,8.332509488184387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_10,10.434670777789998,13.492759178504949,10.936313088423713,25.560183114778877,22.02973454400236,17.624871910843847,11.511854023716253,9.29885676533199,12.50240647218543,7.8830970750836356,8.463362928875119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_12,29.996178810605333,34.762981824934315,31.32168475128798,15.869959131934614,18.66995047014275,15.195227972165728,21.007876856780857,24.01688536662936,19.669665943501922,28.796826430970327,29.667273173644485,27.86129808487795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_13,12.599809167593893,13.730003225728979,13.036331001862433,31.253794031647356,27.288126302709124,23.234889458868736,16.49753822760988,13.573090516962543,18.48590409744225,10.733784567393684,9.769495390102094,11.871346610647104,34.108960943596585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_16,14.379084173670178,14.07405838860454,13.811518368857975,34.617796981519504,29.98459508932756,27.008873426459616,20.67318536991775,18.45296527425397,21.79035969704599,13.644386085417333,13.117090382977594,14.789375970445802,38.67207436028544,11.501541036791934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_17,10.870777307397972,12.307157122718325,11.034001780523331,28.85247493765176,24.54599504446123,21.179628576758162,14.779286873956348,12.675735406763323,15.910390837869521,8.558812344073868,9.190238660424752,10.435469923747732,32.5479732964854,9.232396433932196,9.267232928565093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_18,15.166287177124001,19.331447480400847,16.3705343458878,18.211793847592173,16.110225402345915,12.131238785422358,8.395834574763894,10.328617378536658,8.418491523313136,13.150139964692226,14.15352479483892,11.996755060580478,19.07119549367886,18.84887161986075,22.405495197292904,16.8390731808326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B18_01,29.769686917278538,34.78760638306831,31.363860839349282,14.87866088446297,17.841312692155704,14.762081627891483,21.2614678040069,24.25405458695098,19.903814280748495,28.758776886852676,29.837712030518638,27.848347593795207,8.060409787252974,34.384464894962015,38.75939869275688,32.44401474900412,19.237799321978674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_02,16.173238471736504,20.770765621858263,17.378540630164387,18.172003110532845,15.336662405852604,10.764540086384503,12.129633335075265,13.489444640582258,11.758351494072375,15.459841562388188,16.116283306210605,16.17619204362285,20.281625633533967,18.986652345648746,22.952687877364543,17.40867960521846,12.794426919447472,20.299872019171573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_03,20.12850111482959,24.342393799814573,20.887843041252268,16.979666124748412,14.518238141409206,10.571365571130606,14.554503565494734,16.27514766684356,13.881306606764603,19.145790546852275,19.36497207046511,18.818261291147333,18.63778819110245,22.388004472567637,25.611620448437026,20.418471546333507,14.442176910496798,18.935592597652434,9.856595155394652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_04,14.605761380527602,18.675502104638827,15.45285849304051,17.202762573577427,14.156396487590722,10.099067828019447,10.979574382246652,11.93609692328754,11.185897993655297,14.280345055502877,15.193763176842879,14.82470507829223,20.47785982547201,18.283806291591866,22.475108586342476,16.749388597533702,11.680720130457987,20.392099620353736,7.294147927619655,10.706610792189382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_05,14.743111301986449,18.38864054998808,15.26878224268256,18.5584697929515,15.249099993322723,11.125329367461388,11.98190685228659,13.038159184781925,11.922976274390374,14.339671457736909,14.58252563444502,15.16781104532908,22.104080044338176,18.2132185944796,21.312557259885438,15.591716204014881,12.609038140552117,21.93211552236311,7.327035290661627,11.0393985987683,6.88203151766538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_06,13.993419278234944,18.765477938635616,15.042590073071572,20.317334059721183,16.612479913509603,12.594060195612077,12.468099726544672,12.147521004573159,11.938595907398781,13.516856228763958,14.187625401119663,12.72531174867928,22.725893456064902,16.939388102221137,19.31181269085453,14.390218634581137,12.009702609978348,23.08574270192047,9.818401974478817,10.88240566985709,9.795829746848607,10.098200180928151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_07,14.77534818378462,17.16405194083181,14.883770941175205,28.36420119426538,23.94053513361509,20.60610493749057,17.681414795102015,16.910233378537356,18.859873402960076,14.971321905378598,13.911122812071365,16.516523778230738,32.319685212268176,14.271766247712419,14.347546191394471,12.240552914207298,19.43043029844122,32.075067407460736,15.271048564012677,17.935494968528623,16.183603583511747,14.085150225801664,13.8270047948389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_09,13.572327720940851,17.735043792728096,14.81761586779023,23.285209488315896,19.28628132083177,15.12932954761633,13.706008799346655,13.766631363487853,14.486033727748836,12.692180338937607,12.732640206249357,14.473059942430005,26.83665449470081,14.758506211459455,17.298009314900177,12.587910516677304,15.441876267433674,26.45694415385651,9.951702938471707,13.30374917430377,10.389015928514164,8.899620362792268,10.759329634059618,9.709566649667096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B35_01,13.840517645880006,13.980614370833127,13.343289749563326,31.287598454290112,27.396514607315805,23.45082103507796,16.53813198354622,14.297276169589152,18.390916151699102,10.576720618703039,10.323136946282723,9.730684746891221,34.158288979710086,10.149277803428927,12.353445182644688,10.857894756781233,17.846145134681404,34.17891469746638,20.58446815022489,23.703416412114326,19.7419189493167,19.426550848730027,17.9211641904338,16.822969694571924,16.69314222533783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B35_03,18.367772288618678,16.885207987131878,17.695348423380313,39.742953983875246,35.6183527184587,32.209943761816064,24.833404739686788,21.54034920469296,26.594509618445326,16.81749841635821,15.99885372419256,16.515252314623936,43.06940547929371,13.469659818615161,12.879133156032065,15.40912150491621,26.297710520564316,43.12339158868276,28.67118236925826,31.825762406811418,27.71642238242176,27.236383832174937,25.205509649659806,21.65931369898788,23.60788251737179,11.647703153545345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B37_01,16.26662397042441,20.14712001488426,16.936159770903604,19.708795797405863,16.419579390725552,11.457571295428846,12.245345970454634,13.232273301560875,12.335744828953647,14.719359808372833,14.722451653492342,14.230639395422337,21.38560300059084,18.442041503872872,21.395160293176993,16.28037130801109,11.14533645221065,20.862188902241975,9.930892598274733,11.322277893617782,10.073295574999046,9.170228759314542,10.09709180134193,15.536804093479306,10.65229237701092,18.413957757777364,26.689347302673344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B38_01,15.378908943336393,15.449540417140119,15.016623823401565,35.352825248990676,30.837468175460664,26.94438420666384,21.220273149007756,18.306233050858914,22.911748008562686,15.174580426801883,12.65819826605712,14.866362507858167,38.31423317752331,10.472583164979552,11.46713325126991,12.705473744070003,22.657738313378537,38.2478995597442,22.60582874962972,25.879378683816217,22.574456129700685,21.81395648996698,19.77709138828087,14.96766870070886,17.984163599673362,11.59763741298969,12.012427195537159,21.03418763112427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_01,12.338050011753735,17.79236699734486,14.314610166803398,18.05119781770881,15.315875540567031,11.030720893004522,8.562034672384655,11.089313636419707,9.898733535519549,11.584397836087819,12.795824785580278,12.722861213514696,21.45238946294858,17.40872614994048,21.439354151587413,15.565023843677569,10.173894003012014,20.938998648222555,10.614018672088621,13.994178847721926,9.758032548513862,10.220141931668945,11.43211613336947,16.632008567166363,11.564818055902533,17.701924718517553,25.540895978776163,10.875475164527229,21.426066399113832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_02,13.285775547067862,17.971228366280542,14.889815035658769,18.768501473945896,16.0831796124579,10.121729669851817,8.098484119359851,10.359493011220295,8.16940863356238,12.59140969480406,13.179543033519241,12.823555289895117,20.71399528879609,17.477256779017154,20.495664651818224,15.336208690051839,9.487638193081018,20.46684469681031,9.49108120432891,11.945568117612064,9.82638653221409,10.047498761135104,10.56864125408652,15.233558696615722,11.006184924979571,17.523945890589044,26.058422876012806,9.828172707858835,20.8639983184929,8.335791453822353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_09,20.589526877645422,25.667592261697912,22.273843441730786,12.711924719881114,13.321881945294148,9.377420219014095,12.49676122407627,15.990210152271395,11.94051650602202,19.40588259747498,20.9805013636476,19.086130108156176,13.162082444888132,25.38271682976011,29.828231251974735,23.340077873994993,11.718656091313793,12.082274592058349,13.618962840852788,14.169320433870793,12.730073268008265,14.360444842959444,15.634271558321322,24.255290367786937,18.484286125885234,25.27253425670351,33.98341569755101,14.201905272009455,29.992577846617174,11.311239160681943,12.359147954177345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_01,21.60652963908491,18.119819886254458,19.74919057176536,43.59072446249611,38.75708212195049,35.467492829847124,28.78666594625322,26.403982311811312,30.555519952062056,21.852162367657918,20.40165058790246,22.248855151584944,47.33516233728409,18.624248246748405,13.933180682251853,18.71690419017141,30.79218353711566,47.53563520756989,32.10807985161481,34.820430131981645,31.3682631353318,30.107412015002005,28.832554014997005,22.40350713261615,26.45251687695616,17.33798639047149,13.113862853579809,30.207654078063776,15.347302521772423,29.574762042913527,29.01232917276235,38.47577615783988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_02,13.213604804076926,10.259228922253213,11.066679181457419,33.632997387894015,29.116310169006734,26.668091460271548,20.113460751440233,17.409789773838316,21.427948774143648,13.75420234636913,13.05586032090747,14.80009421503036,38.08806270086421,12.456367202989526,10.149656344362592,11.535706592695623,22.03880269025246,38.38188855969519,22.63156988038973,25.90245738077904,21.682209943652783,20.596279719137545,19.605763158727243,14.773042903282205,17.949971486839924,12.319709175630758,13.568936768240933,21.618508408388774,11.511137887414531,20.810085953593983,20.292697774529977,29.3622669425009,13.278478990487496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_06,19.233275747283145,17.011406292438256,18.188003116871876,41.36132631190643,36.8975376696978,33.693877396806414,27.3138466636084,24.34192388965581,28.660662374866707,20.173169299839053,18.653939066215106,20.912726670669986,45.457228999516204,16.38444444005298,11.75145761766472,17.337141857338537,29.332510262162206,45.49347324919319,29.151411624421048,32.40769489858619,28.841287817279024,27.897911273920144,26.316417714084327,19.237774663781057,23.61533302455789,16.904843997475535,12.605981025978826,27.967714746358293,12.451291728246947,27.978166137496448,26.768526827538256,36.80562422167048,10.713721989405855,11.608656713491593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B42_01,20.06995808491514,23.834680548177733,20.687988021633778,12.616612874149759,12.653570370029747,9.920073994838814,12.641031056198985,16.034499429139764,12.01851729111864,19.950669814237877,20.887779743873413,19.610853456429258,14.371520265954489,25.359965758514434,29.301227856563358,23.152553639820976,12.159485304835691,14.69863163768755,13.076168120058188,13.276687569942169,12.070626409624552,13.048176059694944,14.883984145593057,23.101775392780816,18.6447462354338,25.531017848848048,34.0398977283952,14.334845029122079,29.414333936716755,12.693762291601677,12.953234903021178,8.71193371665678,37.49334913797852,27.778880405696963,35.86941200351537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B44_02,14.27459299219785,15.386092303174662,13.513116706400035,28.388564445927464,23.842678825710994,19.61688784016651,16.006109319856815,14.147334492109723,16.73492557663298,12.570083188134088,10.889902688243986,12.159684347519963,30.687442707439963,12.805726252561708,13.741262651885258,11.043094649472609,16.596448173827344,30.9126215654188,16.684018028078683,18.325463845907635,16.88067466642952,14.979412071306742,13.813245038235932,12.673874546544475,12.763361759548308,12.01809220738827,18.391161879507308,13.772120673891042,13.085330901462784,16.256121872165895,14.69040058864447,23.361518097610503,20.16205911774207,14.155460055760342,19.1922029170324,22.49033644243502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B44_03,16.301336314710287,15.47161295597773,15.160337719056034,33.69531850974522,28.98567636828465,25.453304019524406,20.53256318677088,18.266516171918347,21.694828199922963,15.059337446696711,14.157735835226081,15.65909037569018,37.25341300041835,12.486625000971628,11.332518314718339,12.08729440536492,22.353926490200852,37.126603371662824,20.65946648510671,23.743643425451,21.176836481447395,19.448141889004642,18.568694946957937,12.677179193557103,15.222874380635833,11.744018703933609,15.299110018449902,19.038935452165703,10.426676770054572,20.68087667615401,19.190908652133658,28.905545577345624,16.232393058771475,11.777655643473771,13.845051671484086,28.299727496576295,10.562740841460212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B45_01,12.326247390859681,12.997133627893602,11.668692670432549,30.036652695630593,25.880083711936276,21.270198446375886,15.962940263945201,13.268239009614563,16.916229339630824,10.955441936189299,9.837385842761094,10.970553757396232,32.331035230083835,11.54762713046874,11.047000246015797,10.241595683978316,17.069444858009927,32.6803883768477,18.19516891069251,20.687174954410636,18.083449593215512,17.0480258513402,15.178485534352557,13.373370597270105,14.326322609746173,10.317560214437032,15.427601299190053,16.009824767997653,11.267366965740873,17.269581792723375,15.028325277815137,24.78342156288023,17.52953583052403,11.386730615877934,15.297154622863495,24.063866300814386,8.137015514597913,10.173027864656738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B46_01,11.84495611194025,13.658773761010464,12.301593120617515,29.504533074037514,25.353873739555834,22.241874828584564,15.645021336864538,14.511860925907254,16.877959219428806,10.789012822500187,9.68501995378022,11.923693912275636,33.477971457161594,11.296747759607653,11.425792000594338,10.121013822593293,17.90437528569756,33.368278801919004,18.831156349807824,21.34739433744783,18.725682991204042,17.812426573252754,16.461787812101363,13.985947921138763,14.67582352884471,11.138701698645235,15.393026493090343,18.249862591180452,12.889562715123528,16.426195083308393,15.912247992836894,24.53261108961879,18.669289453408233,12.347820072345407,16.74208936237529,24.28190851400223,12.523516578864895,12.534504308758153,10.891274136807183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B48_01,11.455891223336659,13.56832275430985,10.5180197325524,20.67264395774494,17.05143142779111,13.586321463651403,10.575287895297588,10.379617176394797,10.434741495858763,11.37370253159601,12.56553308354419,11.84369471168761,24.490194534099288,16.469229518606774,17.861005066389772,12.87310382157308,11.695109914122082,24.41064111925017,12.29826219100812,14.386758012948485,10.850727058837407,10.374059420486152,11.073655771817418,13.94094548695833,12.052248595874634,16.379144542206152,23.889307085695492,11.807105422356486,19.422572256956332,11.140265967685,9.112792219423484,16.262245829040125,25.53597053220389,16.30819538492222,24.01026526426735,14.622199218470703,13.4092793315452,17.489560567633887,13.375136274463518,14.728135096507373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B51_01,14.294397471941778,14.003254225314361,14.055901526392757,34.48828757801574,29.805446444325312,26.492991181477127,20.36528772453417,18.397310144970877,21.47179979881593,14.038803404079355,12.803101125828283,15.17038405841374,38.05497190824486,12.063339586205203,9.294468806936315,11.764155397891965,22.130441125271155,37.987499771390986,21.834904156461803,25.572359831977426,22.216348918003817,20.904388852288214,19.966622281684838,14.80128064342511,16.837004526571327,11.979082828380385,13.651548059207975,20.836473288671986,10.521133495072185,20.82910353848233,19.403250978059805,29.526059662220625,14.668242899977875,10.827210881698361,11.655931607533985,29.041567304638114,12.515312955004726,9.135871031406667,10.209310714964015,11.496688388714045,18.02649460763059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
