,B07_02,B07_03,B07_05,B08_01,B08_02,B14_02,B15_01,B15_02,B15_03,B15_08,B15_09,B15_10,B15_12,B15_13,B15_16,B15_17,B15_18,B18_01,B27_02,B27_03,B27_04,B27_05,B27_06,B27_07,B27_09,B35_01,B35_03,B37_01,B38_01,B39_01,B39_02,B39_09,B40_01,B40_02,B40_06,B42_01,B44_02,B44_03,B45_01,B46_01,B48_01,B51_01,B51_02,B51_03,B52_01,B53_01,B54_01,B55_01,B55_02,B56_01,B57_01,B57_02,B58_01,B58_02,B67_01,B73_01,B78_01
B15_09,13.19944906227843,15.057556050382631,12.526637828157774,24.94049589066614,27.787639167286223,14.477750831940014,13.198131584490131,14.824292331853448,12.90661969096299,13.973549430164375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_10,17.795054828986387,14.893307502020514,13.36277748096837,27.32982629885434,33.46646112697147,13.67363519236872,9.879469796855897,17.791788520832384,12.725831893262116,13.240905770299836,11.814731535852891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_12,23.271578525716137,21.652897699772424,20.062152015526372,21.50950502275692,31.606225334561756,12.326359990470177,17.41548863148703,26.119495977318387,15.323621115558552,24.806680887710115,21.89498734156519,18.223052691295205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_13,29.846062557870656,36.733121718454974,33.477609972871605,41.373777821065,36.698425106302885,33.9560101038067,28.508269078262472,17.21970523889048,31.569947567590297,23.508157550222112,26.568850919981198,31.25709431468434,40.77448794016971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_16,33.726404032264234,33.58592774250056,31.337324471098245,46.335254064173384,48.5576091151007,32.50391944323223,23.201845625283738,23.04641498977423,30.89732158777705,18.437399371931292,27.337165524458573,25.16971018938177,36.97147862423722,26.045161116334047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_17,25.860764891012714,28.089422083718045,25.21924182014239,38.30258335151639,39.242065752085196,25.916150126509596,17.728690062253392,14.171273640481589,23.666142678209,12.94267239696751,19.826112636549627,20.306654811485252,31.52856695091403,18.48441924049955,12.177647709595469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_18,23.713658178443083,17.562994565678657,17.553165531333434,27.971943112428026,37.69764848169014,16.81183491730464,16.249615319420187,26.88102082396167,16.460347434077686,22.37460795028172,20.19212225534514,13.506535553951702,14.704928960758032,41.22870370872883,32.097469013761184,28.93873053118317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B18_01,23.98518500822188,27.25783309870144,26.325840076143134,18.115320977263618,22.285680471564195,21.318303012052567,28.647885845330286,31.34655251799999,23.01535033279335,33.45467760977486,25.619639696368573,28.029092192309527,22.427546419376625,43.365452529287374,48.71257025221904,40.515738437904695,28.806261253312705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_02,24.66538960147379,33.394134860040545,29.884555776039548,32.09692476580426,26.96892873132525,27.25591072067774,26.490635459410033,18.501090127294866,25.65069846307511,25.60684063374856,24.913000076888114,29.938436674828168,33.95470323867206,18.602821514041576,32.9347623259855,23.599826132503388,38.05214838258028,34.44850065368215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_03,22.123586586301794,24.20621737907079,21.393725717423965,28.298256163349556,32.181635667826335,16.179567994260523,15.582122496449882,18.455627948506887,16.18475283940059,19.024356042336695,19.242164070084733,18.083340168704694,20.76593643662028,28.586566653333367,25.755776481931836,19.422395916079005,22.69698757871293,30.974475422826984,21.103394592239056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_04,20.459719765062765,22.145457211455266,19.548832952898213,28.707638077915067,32.54952431879025,16.523433833285303,14.415831647375228,17.255345727894387,15.320578274167456,17.56726414684245,18.161503637000436,16.8657242375806,21.50122183855931,27.464122859754408,24.640353883247766,18.16328821036804,22.038202984071763,31.90331685069036,20.91364102739119,8.590831993945446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_05,19.836258169950863,26.443209283272324,23.25540183335191,28.401721759187403,26.861274217851616,20.709124954508848,19.765675605480148,15.030950651588366,19.422435435663534,19.58770917321448,18.754130493549393,22.883714501106386,27.854503017132945,20.912771686537123,28.176292380751807,19.0551997598452,30.615664134058846,31.325364517910028,10.506402603295063,14.679072685293997,13.729532112946996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_06,19.811772370059042,22.399129446639368,19.34648995424138,29.022634154759476,32.05773020594338,16.398868723087567,13.697398597158058,15.161399362404739,15.690454798192977,14.960856157522459,16.594949048798583,15.377029006605554,22.180858238209872,25.291080325117022,22.16963374029447,15.743312199883972,22.37975767338834,32.10961236970414,20.517608742847685,9.27412033374082,9.05645904719936,13.691212761004241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_07,22.655362353715027,24.713762680748022,21.83923093162524,33.96043392770718,35.67149219272814,21.507027137589603,16.73528240867053,16.272884707578104,20.187650613778395,15.450539291781395,17.56539101160828,18.558234430427543,28.04475628713766,22.919296099421985,18.68756090610464,12.606071591369249,25.950407602520446,36.05721781805765,21.269813279925927,13.423594383155377,13.158745170666593,14.976407450353186,10.94069091478536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_09,23.860676081439678,28.98413543354751,25.99740966440547,34.13920603940191,33.452994586286366,23.50702199873767,19.44735043095258,15.414295688796065,22.152643742444635,17.908471773242702,20.32526913566106,22.44396731586358,30.267882532486386,19.443124455910922,23.13050920352168,15.221079054477679,30.88147444967791,35.2311509778413,14.716118887343658,14.438744890546836,13.774739681534413,10.536493574449418,13.269529356723332,11.165949624019824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B35_01,25.374943839204676,28.72417555957915,25.964556162300198,37.754811125396394,37.65088105610783,26.161151425767503,17.873475658441212,12.47777468246966,24.130312666765054,12.791370690647332,19.484723676380476,19.9688395369592,31.971340900528798,17.13842441695365,17.821032144058655,12.367491605898582,29.87590811578538,38.28644917173373,23.20035886104737,22.04555673114752,20.708074570404076,20.015706607200343,18.272628002448887,16.36014741466686,16.029394449605423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B35_03,32.64574514044761,35.1963897536379,32.650088886374625,46.23174123469292,45.677640746734255,34.16086593277063,25.27654874996041,19.668882413598503,32.19637392606725,18.730580321010482,26.319541171138795,26.609950707126078,40.109681242317784,18.001004046955813,15.64772862235953,14.216724047288903,36.88011326458381,47.496591811516225,28.98907669600968,28.923152152130516,27.22374255676898,26.47870723277353,24.485865111494586,21.22641264545263,21.673701536997978,12.175220402657576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B37_01,16.404395169471066,24.82342134272841,22.138593207813962,21.334788900302396,16.890178972554065,20.678251326631468,24.21497978901299,19.588630756712554,19.227352751833266,25.447496909715376,18.549950663787236,24.812861871422697,27.663984265636973,26.232556204806574,37.595565462140314,28.10749691770674,31.414829672836255,22.375113890096806,18.444054059145756,23.355726213710092,23.36438329403863,17.413950213097678,22.405317476131454,24.46754526583072,22.071246474493204,26.266657703105793,34.22899513003993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B38_01,23.036492263307412,30.15505778948291,27.653165924045297,34.45364110859059,28.813013729663513,28.952020936026333,26.805299545939203,18.898620226900377,27.559553172462124,23.488005834423415,19.964235245759735,27.237745489873014,37.00302858147659,18.123247771845982,32.65003258651792,24.30638706776966,37.29345898660882,33.32710956312785,20.828651801545714,28.973464343974857,28.471920182948157,21.339665901851586,25.59734949775574,23.975057671059627,22.04994381137146,20.955926271786698,25.35858466823372,18.44155844001618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_01,12.424853920923367,15.200225216731658,13.612447607527253,16.986999567777936,22.05342178780595,12.34269165560073,17.511779543627316,21.267467680508652,12.587132165941334,21.479253023727782,13.020580164943592,16.284316040137345,18.521761251546486,33.833527356225936,36.48810783609858,28.752143674421426,20.29474831771595,16.487482181812208,27.726166817276162,22.075146542161757,21.668648985524335,22.51421599209633,21.362961285838253,24.477724473625038,25.412468465549416,27.28172026732568,35.72712319135826,16.795335545243685,25.187249232656285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_02,12.217679656751784,18.798067538542544,17.062824406930584,17.548622254935044,18.72032200460668,15.258176944021018,19.727677385367304,20.08263496397842,13.948979525649944,23.196484126842,15.486891432637332,19.725730541361536,21.6528419274387,31.319334638824582,37.26641414940632,28.93536947075607,24.76241609878401,16.89729012914631,23.808938685633994,21.937538369246596,22.088376122006544,20.33754850242871,21.61624553822845,24.424576433860143,23.810321400830933,26.672769490114582,35.666617831522736,12.391705329632508,22.58692264389729,9.563835464808369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_09,17.453618961060634,18.560946180930028,17.692081171722695,13.78275464539672,22.286267532746134,14.33619851234007,22.26638978500058,26.939004258485514,15.248571841502923,27.72759727516522,19.560715856503073,20.586396769724423,16.559667616436425,40.051179499224126,42.44642521389766,34.778852718675594,20.962756136497738,12.387001384444702,32.319829983428406,25.364000263572795,25.43261165089322,27.456746692627213,25.98455711811023,30.36971072583634,31.194067732336265,33.74173864961246,42.50569953680474,20.399487088282868,31.861673835486393,9.699787394192875,13.005912116885137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_01,26.46404687862413,25.405452934447055,24.03924459889981,40.97538154472387,42.33067934076127,28.842943595567064,21.107707163503914,20.914396996877088,25.982677066559578,17.518009045318756,20.13475229210319,20.426568664158875,34.725786964499,26.451221494695744,19.644770983064546,17.209451044967143,28.867120599217508,40.64281885563752,31.267203508043735,25.70381647387546,24.131304369535826,26.126614666897623,22.62596056592383,17.962895976883214,22.25498344908007,16.667918447124027,19.198541131048035,30.935201603788688,25.354633434636714,28.5494461742652,29.327227472211693,35.2049536784032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_02,19.405130867249323,22.186008106909263,20.390776591541332,32.12442216551787,31.16721142756443,24.06923503653765,19.67149534994873,16.19168364160109,21.251706324731458,16.713369400040435,14.371772028273323,19.597628090521543,31.32979400785187,22.849395116191467,27.273834802682174,20.004488296566514,29.356463118089945,31.332972891013654,23.45856868948716,23.60609679100349,22.399973164334718,19.17973602574303,20.304689863155467,18.19098216444706,18.789951459248126,17.41395841061899,23.32719155895406,20.82732813634158,15.897579903078093,20.695206969246094,20.26121763062797,27.76227578231573,16.036732410906037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_06,32.501254617234565,26.545615415920658,26.619976073712202,44.036666574612966,49.68935332448133,29.903896009615377,23.021059678254243,29.517546126158315,29.163897883401923,21.59488483023869,24.956746315146805,20.402620752529497,33.470755390368616,38.08160400986128,21.85125167849036,24.445011601652716,24.917320070290366,43.94969270332119,41.370405455443276,28.99107559657716,27.685094395998547,34.3973947724935,26.272890880250614,23.554197612079864,30.245378086815066,25.980106562786418,27.21898939390312,39.48504226254587,35.854491462678936,32.17103938662496,35.3715287725258,37.4522081004228,18.45455553907266,26.0003150580705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B42_01,15.976256632587619,19.09086553823976,17.6639638221128,11.897018877875494,18.210460311798304,14.850294551046415,22.51634298732345,25.70155673165033,16.17503548321414,27.501465807007946,19.52138548256336,22.28178835955518,18.54821788706475,37.85198013918706,42.4150077558943,34.314464216951365,24.416367507441446,14.460667357827372,29.405733998759718,25.259929320291583,25.40489849565034,25.107416599578038,25.329427170858473,29.955315046031995,30.30796265682545,33.12321720288126,41.65696389080858,18.196332157902685,29.43126841316135,11.279895389621473,12.835078300908036,9.817672386554744,35.75353164330998,26.578122751843058,39.05674834678166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B44_02,21.507239515407242,21.124144839503646,18.678698042898375,32.152934236402714,35.6623504992764,20.043864218957854,15.561376751764064,16.449486792125924,17.929017713966065,14.838974743152338,16.229505199419354,15.695832376126406,24.885304255899133,25.83688133689116,19.50105098212243,14.64122491065339,21.76822925807139,35.52490286194953,26.849003189205845,16.901730361452312,16.527826575591888,20.428190513796363,13.881537023030452,13.488940895752668,19.394385305179195,17.455991473743715,22.96887804013119,25.116452368398292,26.515459954295203,23.59141042989965,24.500871045255135,28.742218064367478,18.336816015533486,20.49125344993262,22.378157472814145,28.8745104606772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B44_03,24.527582942928163,27.490162506517745,24.855209272063046,37.12967972721088,36.599143459368456,26.47073692431713,20.089048683289963,14.292957740224553,23.764841156486334,15.63594033744291,19.18130183568902,21.59792358782262,33.01705397201415,17.032566250839498,17.953435856099816,11.362854857130944,30.60118619880348,38.988753185087965,22.07701583218308,20.86140410556587,20.047972588998622,18.38988217421578,17.185786133382983,12.802034228950014,15.03107612543004,12.083372614627292,16.198145735276356,24.489094716421274,20.163549512946634,27.450568066056018,26.41716023750535,33.99243595173155,16.121230843855137,16.73088199632608,25.62142783464568,33.39431289130593,13.501469384868274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B45_01,23.43438338725667,19.215855782347145,18.211381163034762,33.78619572611307,39.35412197941831,20.2210483744932,14.677165673711158,20.703859134334515,18.7946760665629,15.005564209896125,15.894284974502614,12.085872095534581,23.653013458149914,32.34353194324499,21.991223490537937,19.545036802852657,17.057286262332386,33.66049074140083,33.17353510035189,20.626506499609686,20.12829253944649,26.17580063800239,18.297132697390833,17.618263277890165,23.808110048103554,20.42237056542795,25.96795639848942,29.226409844904428,29.330950938029076,22.4672473226048,25.0726188859846,27.343603268842735,16.137266691232014,19.83497702463773,14.415957474943365,29.201264206487277,13.342106652631935,19.369134964210765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B46_01,25.222400390082885,22.775406987836426,21.062095742606903,35.99837245477521,41.01582777022013,22.976256977651946,14.443635434671421,20.291498407424235,21.31480659127811,12.600497857205555,18.3617353298313,14.972194834891175,26.624478896046647,30.347946302722075,17.354459082315522,16.467851715521682,20.427533283679075,38.07636360276482,32.76980474384405,21.21163271224387,20.606318684626324,26.14173117162708,18.40626003153994,17.493934528292694,23.314057324089625,19.054328221099794,22.75934692786373,32.094007178342764,30.434842110593276,25.891494686513443,28.508666366349313,31.205729896405316,18.04444690348243,22.22127567199339,16.585761932985974,32.12452205436823,15.485374737544381,19.22329907814338,12.988851596241332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B48_01,13.653321521049028,12.857560630097726,10.902925793659183,21.692668838334317,26.891893322452116,11.769070666065772,13.89955076018299,18.69818853964411,10.061440171196471,18.304307838108706,12.160488052640378,12.695808998999617,17.87233439177907,32.05370886218398,31.059209029991994,24.071876443614702,17.828220670004153,21.997411459734096,26.369036404017546,17.216956803438595,16.688949577783053,19.818372962034775,16.93735159054757,19.15815932877678,21.759417675971292,23.810005252135262,31.942957441605426,19.164827955796248,25.699160713003284,11.598804257175972,13.201703664248928,15.532695472556268,22.730455925871148,17.64855618664401,26.678934833415568,16.275742525759515,18.884621306987505,23.458166100939987,17.219458174129663,21.567662764768993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B51_01,27.09668083833985,31.37213129462167,28.723057981361503,39.54578855951194,37.46952757828162,29.071561365531906,22.46347087386884,16.26266221917153,27.820165153044655,16.698114119156347,21.444310690739318,24.622373358360527,36.28949805400989,15.249503142640982,20.22243614735101,14.838423272171083,35.1038443463832,40.25040346545106,22.18939871542537,25.28045276819615,24.573077026494044,20.470343344790347,21.256884254212785,18.254237946286036,17.026472012667835,12.671091666650097,14.599380365763615,26.41463714156544,17.328992971680364,29.52657174646265,28.244629613843525,36.66140878240509,19.90730008061906,17.15154691906185,28.263555952983364,34.780293781189414,21.17624723587687,13.464593285702318,24.55620664536433,22.81634321460807,26.75958622813901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
