,B07_02,B07_03,B07_05,B08_01,B08_02,B14_02,B15_01,B15_02,B15_03,B15_08,B15_09,B15_10,B15_12,B15_13,B15_16,B15_17,B15_18,B18_01,B27_02,B27_03,B27_04,B27_05,B27_06,B27_07,B27_09,B35_01,B35_03,B37_01,B38_01,B39_01,B39_02,B39_09,B40_01,B40_02,B40_06,B42_01,B44_02,B44_03,B45_01,B46_01,B48_01,B51_01,B51_02,B51_03,B52_01,B53_01,B54_01,B55_01,B55_02,B56_01,B57_01,B57_02,B58_01,B58_02,B67_01,B73_01,B78_01
B15_09,9.194952208944061,12.69026449139269,10.291291461508717,26.93292441815822,23.205605890761188,18.77987799615695,12.872406715000926,11.230876678355814,14.20214262305608,8.471730884540216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_10,10.644815312191252,13.871387507583922,11.168384769245783,25.490999701508542,22.007950778152004,17.859639104872368,11.8508760819126,9.561440207795412,12.54954426462363,7.904906538871937,8.575084020016018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_12,30.916467879700747,35.82551893176733,32.25459852690747,16.240798508175747,19.197768941053,15.466581321365089,21.115861125822377,24.05590078313833,20.13188341543635,28.867782999363097,30.155561178004426,28.33520495217468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_13,12.211505599819056,13.74421158011041,12.844279343235412,30.69196920101944,26.80617524182553,23.00244042170357,16.453166783652,13.598699443181344,18.074898871416156,10.743979355833154,9.641440807777023,11.702273522403834,34.1143158799224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_16,13.715075202168835,13.698543511683521,13.25752681379133,34.00396204847439,29.39887129671143,26.76608335572411,20.65464475627327,18.51820580034593,21.336733656054257,13.661127069455562,12.853030989543901,14.496593942778334,38.69538873981326,11.629342546053316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_17,10.635156914051679,12.465299257220938,10.95468285531536,28.31086417395721,24.05789696186396,21.00017234106744,14.816926941621702,12.78481872438239,15.525684074676391,8.619184309569716,9.168026267717671,10.336446367512066,32.623549211813156,9.329773904621197,9.307391265005979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_18,15.627267120753007,19.930105953111518,16.845694168475436,18.206312658539403,16.195214350318317,12.343408942264166,8.430818246023435,10.179448005354077,8.51892436367987,12.87896691418824,14.250963218438041,12.078159851471781,19.514905165147255,18.518753442661772,22.020049504563936,16.547480133730524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B18_01,30.591434649869466,35.737166624484004,32.19998650622983,15.150998296436004,18.248263481038215,14.87329895071417,21.259964478219413,24.20213951979884,20.2249013270917,28.728242961903977,30.22643990391972,28.203265052438425,8.114954101460022,34.296587753070575,38.68201961502617,32.41462196034279,19.55648016828085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_02,16.833517129731398,21.601915725662113,18.043263512136416,17.85836733987808,15.210207188175776,10.718110064388183,12.178726896985667,13.492139188467934,11.895961559752683,15.447349384303612,16.486795020432048,16.523586054905202,20.317903809215004,18.94941097676899,22.93566012133246,17.429729527074823,12.902603447512496,20.168963890092986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_03,20.80488193969384,25.171117876615174,21.556439567750548,16.795380720717226,14.5267040946423,10.635095547847039,14.579443168228115,16.249594138423106,14.100088563893612,19.11658136971088,19.70044762990583,19.144766342653444,18.70465318821096,22.311663573796693,25.522912981836974,20.385265704268534,14.60807833979755,18.82725341320823,9.973332579858099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_04,15.186636369572426,19.426010821667962,16.022553983513397,16.9186727806259,14.019480070824262,10.082352994295059,10.949700351487655,11.789457978124078,11.296200867924027,14.11053535762294,15.436462864250458,15.069010930180957,20.603394342745904,18.07208475279864,22.29352371445138,16.598484435385892,11.749587562622843,20.331250585525385,7.385659220647005,10.885836562177666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_05,15.317280651113002,19.152896578153012,15.843480694344713,18.23492468776213,15.061504632302059,11.072501422291083,11.988216794463124,12.991085404520271,11.998191143881188,14.247409294222347,14.843280151297014,15.435938010581138,22.194597779875906,18.094024810172073,21.186053881350862,15.474344852997959,12.642145011392222,21.841171640179645,7.432271301662776,11.181950802727872,6.977583728484483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_06,14.447701607196016,19.418958645183697,15.502849978144425,20.00488882262587,16.39575457530669,12.616462901732492,12.506694178486388,12.08448015447297,11.955336635797293,13.3664039811925,14.407465386930674,12.927413088374596,22.856330853978136,16.794935641664075,19.11002386571356,14.228309969505611,11.98656736091333,23.059080407711555,9.971991735015386,11.062702825759263,9.926833086905825,10.230228135304273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_07,14.834577085307544,17.462351598538692,15.003121775757098,28.094194365488843,23.715985878383552,20.670970831918307,17.888331539874557,17.13633332401663,18.856994420930405,15.088020245263788,14.069964242728574,16.70824264956869,32.59827798612735,14.3468766483598,14.289338508162029,12.309610633224189,19.458199926789653,32.228938797846766,15.522187344796997,18.15657839641214,16.334342185795837,14.241644413973038,13.98474316951468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_09,13.939495927900758,18.343680687536615,15.21666242266875,22.831021120456366,18.91761704998584,14.955205524049404,13.736113085691445,13.82317930063747,14.394457322322907,12.708760485194656,12.976082253511944,14.709229567232573,26.856040790326194,14.777772157901643,17.309343893994175,12.615764070459056,15.364492567644236,26.311547128418717,10.011195258881616,13.322121401147209,10.359059651208225,8.887181397122276,10.842557170387412,9.940328998038853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B35_01,13.583680566616803,13.993140276262304,13.165505591624505,30.776620223354637,26.945442541432993,23.25176152110712,16.56548492388924,14.429548072347863,18.0172586681506,10.697248834694665,10.21821300436466,9.446874141862644,34.23152600732333,10.327473917762747,12.45769604732916,10.989915001152069,17.505534889387196,34.13573721933526,20.608333112897576,23.666395103150812,19.612362679151353,19.359676984457177,17.8170028859803,16.938919414582394,16.76128870937568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B35_03,17.633884401470883,16.255149837110018,17.015788325083317,39.161080644546686,35.07927842861688,31.983295490010338,24.806726143894327,21.57723569461732,26.141804731426635,16.816898490046018,15.626778012381491,16.06683422744487,43.10009725878576,13.58204958579576,12.984865150011142,15.457945658162204,25.887545606281094,43.05013866709077,28.675925903750517,31.770742705165734,27.558149728300318,27.148172205170773,25.059745195081163,21.67060819383958,23.67569169417146,11.679596647416354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B37_01,16.67368680867954,20.694628924823682,17.363549169430073,19.669126930958956,16.454273923244752,11.614113680167241,12.328725238759906,13.204555543521309,12.434164410087353,14.545503975423095,14.8505793616799,14.353685551523974,21.789551708360328,18.196814672510776,21.073803348663166,16.059498903098955,11.234997691450861,21.13176910491717,10.049408330840286,11.489653148083079,10.111906034936395,9.15627310216157,10.094972275445501,15.552434963413566,10.485550607993185,18.174904500355073,26.372717249145996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B38_01,15.044520386931485,15.242603338795112,14.743231167678141,35.14689386833572,30.654242908834963,27.052066867520338,21.522696562871932,18.664631132223594,22.839115495914527,15.431190827989845,12.64048041701885,14.844626288460855,38.70798803029124,10.778436643289451,11.573066338952708,12.981674391759109,22.632984608796416,38.5386041325294,22.90671846189978,26.130176232598743,22.718002322856375,22.00275280075315,19.940811016640637,15.153432592069539,18.279482398562582,11.803512966322852,11.942134548585443,21.045073727947162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_01,12.717114507050546,18.3036799153025,14.708079297944595,18.03573141183729,15.359681851529722,11.22932224383942,8.621033776985989,11.017779312349294,10.003272400783418,11.230660548355296,12.824155129699855,12.771605198284712,21.972745979846422,16.99544352817783,21.004054067225287,15.21944995423164,10.323125793469183,21.366221761759594,10.70503461206366,14.192057448993689,9.772801941546442,10.185548036599025,11.379199532910972,16.547295224688806,11.349039848515083,17.335285666929643,25.079118527580878,10.979356508147008,21.326443553107318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_02,13.650088979898067,18.454762877637048,15.264084624361708,18.825378399961068,16.199834295004568,10.381566001638102,8.143822584950396,10.24577900891776,8.266769215280172,12.284422673564366,13.202256700571434,12.88278598859302,21.26794814575184,17.057103427759497,19.997198704352407,14.978399567148845,9.637527748369001,20.88871750579173,9.660113924005492,12.196528642546166,9.940038026382355,10.106392681501937,10.606328833902545,15.132977555162087,10.811573575706161,17.119286517562305,25.596776272429718,9.939253588431574,20.72916354981276,8.451809675787333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_09,21.032944855719187,26.241996225105435,22.728163803610123,12.78975950893693,13.483474367430357,9.379946978526789,12.155149531918598,15.592995598610946,11.957786750930849,18.952709022137377,20.989129419892066,19.070745668625364,13.602575103864837,24.883485119949523,29.343634586804235,22.900056864292925,11.744818449879732,12.439618276142733,13.349431282563346,14.07016079394332,12.46327186344221,14.069640589026589,15.366510386862986,24.112781165031087,18.086082385669265,24.814876192675666,33.48528514860926,14.19756436863472,29.887779246285476,11.362884485298236,12.455178264064614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_01,21.237428426721934,17.66658410923185,19.37906314907061,43.46952605566009,38.63851663954746,35.66487455858893,29.220442902703056,26.921520446683214,30.55530997607005,22.330131232075804,20.444461260307392,22.295806192721283,47.85317910972765,19.107539466541688,14.317756219163758,19.177188022362913,30.864252628319342,47.967846117916146,32.51541753069279,35.15688724059502,31.621433598704893,30.40283737011027,29.07910581468868,22.615581346711917,26.843917130799586,17.746962865987946,13.359728351599133,30.3073722613434,15.456106178656832,29.572270382002188,28.939173021188385,38.47965805797881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_02,12.873485471621267,9.951416185204534,10.69423647466713,33.37591982492697,28.878215258123113,26.77085502827108,20.4404080305932,17.792580005385442,21.340414691097685,14.078426785666505,13.093846213350304,14.823000183268672,38.47384769486102,12.755349795796805,10.24186855062511,11.815241478898836,22.025344089923344,38.67360893201074,22.93104968374844,26.14236495227134,21.82800363718194,20.777457671992575,19.739937261697058,14.898449606082881,18.236426407681044,12.55647684583244,13.568622393548372,21.62790039877989,11.612206145761812,20.73486293670104,20.164463606125757,29.26389861237036,13.451669597999748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_06,18.75121073653351,16.504920496388902,17.726901399051055,41.138728579508495,36.69803949372835,33.82987084170239,27.65370055667832,24.748399870879897,28.58244092789617,20.53796147815801,18.649210616695626,20.929605986629365,45.87081368462856,16.803314226027542,12.076760359847995,17.723926911889972,29.323686496351336,45.80854864011322,29.500693906998134,32.69191854814283,29.03895184508909,28.155961873972945,26.52761873795181,19.423903921438768,23.992051280621556,17.270194565421157,12.849956284316569,27.99286896010945,12.553968255704582,27.906317269233767,26.619687032196172,36.72277649014337,10.785616723937938,11.711455394380597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B42_01,20.52469917197713,24.400658588988442,21.125687705125557,12.70474763465319,12.82327938887868,9.994341608396885,12.352054675793362,15.67518843389686,12.079635979155563,19.55280734357135,20.917381104372406,19.632312987367982,14.839325989637471,24.895691362163056,28.81394285155387,22.71760161620643,12.23997236003048,15.060164067478134,12.858308069388594,13.19838238090209,11.867283609608814,12.763577413537764,14.645902127198022,22.924485734705318,18.296341604205825,25.11022588999352,33.558300991744,14.370824516586458,29.304190436554737,12.792962860586544,13.083786405078396,8.845505295379793,37.46824350175783,27.624202029472553,35.75848651250334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B44_02,14.327808517290846,15.658737366391287,13.613257921423278,28.206416996621694,23.693271043375553,19.720156249470907,16.24937828707494,14.404872808483592,16.691352602218306,12.681844851028679,10.937478671393716,12.210423345840043,31.038110153700813,12.839766573956886,13.597400665004416,11.079429785942606,16.560809355326022,31.128830424781405,16.954548803213385,18.548893414923022,17.03927010797133,15.149062573278707,13.96190094425236,12.804856656864546,12.933504794145247,11.986139354506046,18.20074393356422,13.770787285677503,13.128248638060313,16.176540161888582,14.563361156770943,23.23665650388129,20.28717626334031,14.228151436401413,19.2813089390983,22.38086505830398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B44_03,16.03488032629812,15.371594034981953,14.930502587392805,33.33459743627326,28.64773593690622,25.400540274612236,20.705069205970666,18.52040235995768,21.499040658126475,15.258536757313472,14.128831817329646,15.602456326004766,37.485009658201314,12.726525223881135,11.45423715167891,12.298642034502496,22.209816983621135,37.22555387552559,20.809478045413012,23.84027048891155,21.194190290678552,19.497148825747455,18.60236038681117,12.744698699629115,15.373224047668675,11.887687765912057,15.350566972722891,18.878585244699043,10.521894438467603,20.44766014675741,18.879239290931828,28.63336058842773,16.485681570225633,11.91204401161861,14.0667425287984,28.02780598039972,10.554383264508063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B45_01,12.188929055180528,13.108775086836424,11.617487250897721,29.782812245517153,25.668803631915985,21.309454411801187,16.21073633683875,13.56488849169161,16.76208153297404,11.15307982858276,9.860151012206329,10.971154900526228,32.65319651152321,11.668784966413867,10.96580320027924,10.396061892366406,16.976722658269093,32.897797835106125,18.40476400578432,20.8312002414949,18.151101988114554,17.146600780826276,15.237941415576875,13.48687801268982,14.485616225054052,10.402488887259972,15.306124112871087,15.957485701557594,11.367291121731538,17.168468846706826,14.811784671723974,24.628829775259675,17.73646452578985,11.521777452413405,15.41877745820213,23.901997642969388,8.13941423757708,10.221369537192125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B46_01,11.634097923915473,13.74828625837905,12.23874376150843,29.18853228511799,25.083579093259793,22.225289051242438,15.831565559311557,14.755518990193963,16.665321757112068,10.981509206712335,9.653284024858745,11.875402169177914,33.74838603926813,11.34892225565223,11.375057918782993,10.261265921956909,17.78709738039731,33.55090545807739,18.97166800369741,21.427712852643506,18.7286816215777,17.84217026653346,16.441971069716068,14.051402143881347,14.776879239653296,11.213891686596543,15.260690514644308,18.17416070103932,12.986643714931267,16.249984858808432,15.67149597601743,24.315057065831034,18.933524307104346,12.503698479926213,16.889174147621635,24.053965973463207,12.530752110058582,12.594564594328538,10.965245665141186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B48_01,11.8027541973005,14.050282620211584,10.88129498882185,20.606371757056422,17.022483211861886,13.824604457980893,10.826927478789637,10.493177551324765,10.527795142420572,11.252127864224429,12.692789507466307,11.965231012331621,25.01222843733356,16.23212382373776,17.453055891239114,12.61474783328727,11.862864227457738,24.824322375577232,12.537317891800416,14.649264504675182,10.976383189691633,10.47965656923348,11.138483713033313,13.897607747751946,12.023775723058325,16.142258759101207,23.52867807500182,11.936012220292382,19.38272259585469,11.27029322927383,9.202158061478634,16.343713460716373,25.543456766037643,16.197438959755672,23.929823139354546,14.647286676277842,13.386127333980355,17.29893807925067,13.291265222348583,14.643438015110814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B51_01,13.715281564949079,13.662147195598724,13.568013945839388,33.921654077396504,29.263072213779203,26.260205726084955,20.359216966431042,18.481692342077288,21.039895130797444,14.096900600410844,12.579803322765367,14.941231859286477,38.096807764393525,12.247725211606522,9.405348434759201,11.881590312366894,21.76836608707302,37.903144943911364,21.83102055036947,25.51820715692078,22.074362155672603,20.812166032182578,19.86105604029463,14.82182467243679,16.883112535807122,12.085749606744534,13.779129818431512,20.530864728518186,10.650958481205748,20.396892576900825,18.87844662715575,29.057438559761156,15.003654974762792,10.935033582372181,11.988211859971157,28.576554054672723,12.357202005668695,9.21756374154155,10.12051868442922,11.437020919506862,17.644100988051708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
