,A24_02,A68_01,A74_01,A23_01,A02_06,A31_01,A26_03,A30_04,A30_03,A26_01,A02_17,A30_01,A69_01,A30_02,A02_14,A29_02,A01_01,A32_01,A26_02,A33_01,A03_01,A02_07,A33_03,A11_01,A02_01,A02_03,A02_05,A68_02,A02_02,A02_04,A66_01
A30_01,0.7531670885424843,0.7105035605586445,0.6338195983300696,0.7066800784996822,0.7460767559444383,0.5469647972728502,0.8136177662336759,0.450188785264754,0.4264625208900194,0.8035941042996185,0.7464505659002094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A69_01,0.8205093902817892,0.5533858761427529,0.6350153379667373,0.778052298493465,0.456363599343032,0.7013145358262816,0.7037089337647643,0.7355802102519067,0.7779334128770725,0.6999235624955662,0.6084939887790557,0.7142446120202705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A30_02,0.7164574201000005,0.7636673499567025,0.7149050260079927,0.693532334024805,0.7665727678497275,0.6390838381087356,0.8021706317160145,0.41969393854604947,0.1668525227480841,0.773372283470966,0.7791163960262147,0.4519565113440848,0.7966356598472806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_14,0.7714624003421051,0.6834358767187879,0.6125723972319208,0.7265018563166582,0.15380577277292462,0.682367307964017,0.7050937788941062,0.731035239435263,0.7722575904885036,0.7715650114029183,0.3848064846659644,0.7390246278335617,0.4803800043379659,0.7605982436074901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A29_02,0.8025764038588139,0.5806503228327291,0.5341417313842846,0.7529045478273596,0.7483588309353193,0.3940623957495366,0.7828008064534636,0.5827503565827146,0.6167253678676946,0.7192002598266233,0.7496072512270762,0.5882930205129987,0.6872073211883293,0.6371149061852949,0.7469298941493897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A01_01,0.7983558354762642,0.7468690917963224,0.6597779362726939,0.8175811199497749,0.8424222857826953,0.7453670715169195,0.8216457286296586,0.825312124064346,0.8436527844250049,0.766066145891423,0.8206911671073344,0.8654301274099304,0.8745695537720173,0.843081620032969,0.8391687658284605,0.7742937476740487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A32_01,0.742748989928437,0.6066830835639647,0.3406247489022356,0.6979202290851829,0.681060815922725,0.48373265944580474,0.759500836267669,0.6616428751125422,0.7053982837189788,0.7246491566978694,0.6303485641749733,0.7100007288153813,0.7032681599621875,0.7235013556398723,0.6808448229144407,0.593250204388652,0.7092478877511663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A26_02,0.9630884234639467,0.6017734794889706,0.7304615164556137,0.9733225761588841,0.7964151605726106,0.7762879390426813,0.439129016907045,0.7756683031818515,0.803838414224716,0.32231392003775694,0.8736043061994495,0.8188378009790951,0.7322945211645299,0.7921962141928932,0.8039288930719204,0.7702831825112835,0.812317562878751,0.7786731186248914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A33_01,0.80350697308789,0.5774633083069788,0.49919224335416323,0.7645246134598571,0.7784499148493003,0.35793658138376777,0.7201065922271662,0.6717270403027366,0.7119639712935125,0.70768942399251,0.7675826447234524,0.6453383197278674,0.6794366652118718,0.7275985271220977,0.7748427109189091,0.4854612638861807,0.8052149732934177,0.6012510523423514,0.7609704106339579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A03_01,0.8616160272527839,0.5297578426314432,0.4638225265203297,0.8378550319114331,0.7049445033276466,0.5664673311419361,0.6166471708985143,0.6961260309489277,0.6295248977354738,0.5996439933390195,0.6653816810659972,0.6183261932036354,0.7094249079590287,0.6121080229714895,0.6963629013102546,0.595747760950611,0.6584877617709058,0.5715798350095723,0.664494642430106,0.6723262777371495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_07,0.7892433273819076,0.7481538282199073,0.6392789170446522,0.7495944082268051,0.34522995497208653,0.7040003454904705,0.7501578273959107,0.7547434778943323,0.7888782200629002,0.8189731421266785,0.436512570616771,0.7537513176940381,0.5748381236592803,0.7687436916452434,0.3681491264960707,0.7642984292773402,0.8609407772308156,0.7079864917361489,0.8402244761011105,0.7883879254831265,0.7147230040221627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A33_03,0.7859313810790663,0.5207713814135045,0.4582076034150249,0.7463623388089371,0.7397534173800545,0.2859685181071823,0.6840207053315442,0.6339919383445423,0.6758700563182801,0.6640243712272106,0.7278980863304682,0.6131778668581422,0.638446683781086,0.693044032364958,0.7349640133925072,0.4323090633574029,0.7945674246882711,0.5603443492542235,0.7215364914671455,0.22603898825840626,0.6290313909248975,0.755147887647144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11_01,0.8163531202619416,0.5169387337769481,0.511529572739192,0.8685049597513681,0.6992686801350071,0.5898628073353966,0.6537416577632672,0.689513027018024,0.6988102640841745,0.6357810553743273,0.7196920996788847,0.6868684413400487,0.7012064929249289,0.686095261934764,0.6990430038507836,0.629573773062175,0.6000917243709188,0.6106446410691064,0.6995140102875759,0.6917739298115506,0.41626477635005754,0.7427955800871711,0.6503380966103209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_01,0.7854478877510929,0.7010847833455256,0.5919783072704858,0.7386698280558873,0.19538220500212541,0.6883710516502757,0.7082366593706353,0.7365499001958529,0.7802514344577482,0.7851773178494899,0.34619688672007637,0.7429088904064318,0.5020500478855889,0.7639001273777285,0.24724446365794572,0.7475494187980742,0.8354555584469376,0.667863474207447,0.80485559583369,0.7742649174047619,0.689592410366895,0.2795272275923007,0.7398331826037949,0.7160102507004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_03,0.8467749091604839,0.7187448688667143,0.7158089611814282,0.8531800398277766,0.4571961466836138,0.7934061158978454,0.5634999315306387,0.7601808542328045,0.7866640810265889,0.6505069014327108,0.5502557202333681,0.7808691453017046,0.6394148401220168,0.7758556212290947,0.4767137371943101,0.8412145107604488,0.8401035172044252,0.7769154595872608,0.6805069370788074,0.8726537064868702,0.6473058678260554,0.5153039295749896,0.8387593407406032,0.721502358331995,0.42543473468207355,0.0,0.0,0.0,0.0,0.0,0.0
A02_05,0.795350829419099,0.6448328212707518,0.6644517825300366,0.781433900820676,0.282963902246932,0.7364960152572665,0.6492824503500575,0.7041790911722599,0.8039778536193085,0.7276298205457392,0.45043416903896843,0.7647696402236102,0.5386494389770471,0.7934161267969019,0.2789949021390433,0.7902083223409748,0.8479771199781965,0.7288798070409162,0.7534464417291917,0.823513583688763,0.7292917384273059,0.4378330266644259,0.7865817522511613,0.7033515316591573,0.31161032613243633,0.3711690912613339,0.0,0.0,0.0,0.0,0.0
A68_02,0.8187400980244812,0.45462902510197906,0.6878637978406662,0.807815867354599,0.5026128307845744,0.7572426463130607,0.6266349102940523,0.7093879127330588,0.8080124493707485,0.624177246049688,0.6172177777873519,0.7420648204468625,0.3465075260239896,0.7947673292685726,0.5025507415397957,0.7356598460042948,0.8679770116698021,0.7586033695790599,0.6652329402596189,0.7402196595618301,0.7017234173779731,0.6043525645156784,0.6972597266498799,0.6738617794854822,0.5294853162979946,0.5552924302476819,0.4283715825368132,0.0,0.0,0.0,0.0
A02_02,0.7920065467000078,0.6839528610342291,0.6301589616556257,0.7761680644182861,0.3671341145978377,0.7212196507712242,0.6851261821906715,0.689503366906886,0.7929834225822368,0.7662214292085879,0.44226246053868146,0.7467289690300621,0.5471800961886759,0.808185180152657,0.35951764704547906,0.7768536618007427,0.8354219057392621,0.6997766519791656,0.7886592960737322,0.8009831379707635,0.7349910189151639,0.4415777128747803,0.7727517108680239,0.7398285610551887,0.31241112405437266,0.38313276506815597,0.23310030231935067,0.49590620087614956,0.0,0.0,0.0
A02_04,0.7510354331396544,0.6791836927976465,0.5503749321349022,0.6885514379027532,0.3454044894674764,0.6651844943706812,0.7915513796443749,0.7378071846700734,0.7847820888476869,0.8544543897020042,0.15729193256221677,0.7390815507228917,0.5741439891054084,0.7700995187791326,0.3669722887829914,0.7362289680330951,0.8194011440108913,0.6262052684849172,0.8592410708822871,0.7586973246791843,0.6627826752706241,0.4025115527882966,0.7186731275240376,0.7092057608503257,0.29313353554448196,0.5204491658321119,0.43248536336063614,0.6025286435316655,0.43341591354917736,0.0,0.0
A66_01,0.9876138764886402,0.4846791202268903,0.6928830534054852,1.0,0.8105890930046228,0.739306655256287,0.3517708816123913,0.7728037785216748,0.789885563469215,0.3278568554136502,0.8892626502886501,0.7648348416869687,0.7001693472501961,0.7787361843933809,0.8176208602324134,0.7418373520178575,0.8362664086513715,0.771527667755314,0.38189361293691954,0.7224754749731589,0.5569384787542389,0.8491188299799113,0.6794472271004306,0.597159407791355,0.8189750298893212,0.6907431391667797,0.7645976853896118,0.6163781976366361,0.8006343807435289,0.8740769446444726,0.0
