,B45_01,B15_01,B35_01,B56_01,B07_03,B51_02,B15_13,B15_10,B38_01,B39_02,B51_03,B27_09,B46_01,B27_05,B78_01,B15_02,B07_05,B39_09,B55_01,B07_02,B18_01,B58_01,B44_03,B15_03,B35_03,B08_02,B67_01,B15_08,B15_09,B27_07,B15_12,B40_02,B52_01,B55_02,B57_02,B15_16,B37_01,B27_02,B58_02,B42_01,B57_01,B51_01,B73_01,B15_17,B27_06,B39_01,B40_06,B27_03,B14_02,B08_01,B54_01,B48_01,B44_02,B53_01,B27_04,B15_18,B40_01
B15_02,0.699917471435716,0.3595290002262789,0.4608977804547999,0.7037060746872619,0.6110434914513015,0.6398741482750191,0.2690266422552107,0.5558869272210472,0.7063724870677747,0.6396735261252336,0.7460756204921855,0.826019589208192,0.6461411273472749,0.8240381940303158,0.6540559028563561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B07_05,0.80248365157988,0.6520596008360241,0.6438130924361753,0.5072919466627753,0.26067243007626983,0.5921161343107023,0.6939288515919534,0.6555767584666646,0.7864235666037283,0.6894808466163341,0.7054432489193646,0.797926224959009,0.5677235514577614,0.8202027863395467,0.5044425522374858,0.6455923774989252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_09,0.7225024792146933,0.7809047753557468,0.7238292916174038,0.6462452879580746,0.6816103243070941,0.8095179618952691,0.7484079803133743,0.4926043150968427,0.46958860019647064,0.4666483620563435,0.878234433253556,0.6367563338651572,0.8858257893647487,0.6815286373795546,0.7131316471802532,0.7043143650365498,0.7044687131931127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B55_01,0.7938472163781906,0.6833698975694952,0.6100269391287456,0.299321145926993,0.46322433100866944,0.5261290779935504,0.7092158375558378,0.6697048211658462,0.7558191356879314,0.6601208801861076,0.6408977120159141,0.8005669819959118,0.5845878159117746,0.8331117569897218,0.39521304993501033,0.6624703815211315,0.4162641183233473,0.6885510737521353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B07_02,0.7934649974054451,0.6541532753395628,0.6363293499636177,0.5176854558823609,0.1648608282851201,0.6055136171508266,0.6857655320075733,0.6407506239129979,0.7878805421726065,0.6880371320690597,0.7149813842323268,0.7942636637967441,0.5694082027234632,0.8133715629759702,0.5088722064518714,0.6344245052580956,0.20228236855087064,0.7014066373981904,0.44327532188317886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B18_01,0.6312471037168056,0.6094545645959375,0.5826855755612235,0.7728550241558299,0.7757937570607405,0.8124848125476893,0.5567974085522512,0.6497070145085814,0.6801389878454182,0.5943134159569622,0.8378353783403711,0.746215097580584,0.8571031306108672,0.7498439363154684,0.7471865061141862,0.495024107898612,0.8028010366960178,0.6506156340573831,0.8045400565821735,0.7939217328033936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58_01,0.7820883370375277,0.5786636487808307,0.4102343931896419,0.6581128383722743,0.7386956049008364,0.5869607791144599,0.5248349831723531,0.7606513100270035,0.6944258871876683,0.694816597560206,0.7058034261268148,0.800007099566451,0.6221808722358061,0.8041322395202728,0.7189926051703054,0.5820110102407292,0.7458593626879463,0.8090984435427018,0.7143768542472211,0.7405522412502963,0.6747453577520707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B44_03,0.5400838491015828,0.6076579723228401,0.6479654274020055,0.7753222038493081,0.7913049956453694,0.780957560352315,0.5890427460319937,0.7054262473936646,0.6990129950674329,0.5906581374052731,0.7674099302602517,0.7221862137515709,0.8053946004948126,0.6931798956306863,0.8105371888402637,0.6003654836715541,0.8180287107198702,0.7490655933266378,0.8138801972503652,0.8067667983188674,0.6039649559692111,0.6051913679082834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_03,0.6319267982793793,0.3639720928287384,0.5909817570277482,0.7579665076349614,0.6450722825812686,0.7362917978870015,0.44211110650383256,0.5613196651794453,0.7103963357204981,0.5283998060286853,0.8282238106440083,0.7570220733393482,0.6847912133430398,0.7559933455680686,0.7446035895775737,0.35740306797064675,0.6786964829655935,0.7033129740481433,0.7199171481884173,0.6681051482984347,0.5169987105348646,0.6028990513525904,0.5405185899439372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B35_03,0.729574193302892,0.6688432830438684,0.34510681042410873,0.5014437821040568,0.6283846601346027,0.48820981743643344,0.6354806177664972,0.6087314355791162,0.609300768471478,0.6204397599004624,0.6241218117755054,0.8592170312879137,0.7135999297295943,0.9016180682514185,0.5497054934569001,0.5874342390875048,0.6455618014480788,0.6680877563116656,0.5759894685167197,0.6364604722964282,0.6851308949816977,0.5276188943342053,0.6975581611361282,0.694174685960633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08_02,0.7833929258264718,0.8349075605204396,0.7534628028507202,0.6630450950645715,0.5452738355203183,0.7402322695174214,0.8024894666122767,0.8042232902212659,0.7950866660839052,0.7121278944598425,0.810344516330856,0.754737999585131,0.815645017875818,0.7636836625414749,0.6531028807117283,0.8082456390203737,0.5867131202247011,0.6972666603709381,0.6765362726111662,0.580787766826227,0.7820052015661367,0.8114488908963047,0.8295589228545488,0.8223151153474724,0.7610911098502824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B67_01,0.733455080613925,0.7338786036670305,0.5360435883841174,0.3695764103602357,0.5415896611850672,0.6368442568108922,0.7191637560964106,0.6156192011066765,0.5900833106755534,0.4803886910314722,0.735937401749206,0.7391952411256121,0.6544239571734257,0.7845045847299289,0.5470323145694306,0.6767697757028834,0.509755646616305,0.5326071074440386,0.45202864128564013,0.5092372850722418,0.7072497018624553,0.647473110104731,0.7224745934387004,0.7081062304066257,0.43755471678344904,0.6619087878954624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_08,0.8597348150114915,0.4430569938167883,0.4189448946702172,0.662990716016575,0.5798827841305638,0.5688406000086313,0.5417559477096796,0.7089726927852533,0.829051839869287,0.8225828028775467,0.6959561614971127,0.926149561237785,0.45946658647707417,0.931719106789845,0.6004176754658986,0.47802425501414997,0.5890267920067813,0.8491762596854746,0.5963261300123496,0.5925831652506733,0.750171818742597,0.5851847136691017,0.7775134885727428,0.6375678686998927,0.5489153370199864,0.8019874526180019,0.6744055894272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_09,0.7062097516665213,0.6338744890932984,0.6617365558058063,0.701610949026433,0.614421040666105,0.6425904681173584,0.594013355333502,0.16880292725941062,0.44459215906565497,0.5967712401230925,0.7438710766081582,0.7351999564914465,0.8285947211871006,0.783310617106893,0.6678815856215281,0.5410226295481648,0.6355792555241783,0.4862606019150884,0.6666620390904049,0.6303839506337515,0.6629719394110737,0.7514476531566557,0.7143763919323243,0.5483502893888575,0.5956173739771412,0.8048933335476488,0.6140339363569974,0.7026349694776595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_07,0.7450441408150843,0.7981766624745722,0.817732247919201,0.6802750476994803,0.7455891055886098,0.8206099069057801,0.814138317080136,0.6975854767132809,0.659628758475043,0.61101627488826,0.9015948613725219,0.35268000928179893,0.8519280613547838,0.4054878090597172,0.7868778688087221,0.8185739483817239,0.7233019532634034,0.5791256119081182,0.7465941128927448,0.7289300417745667,0.7405602754672557,0.7823713953571889,0.7423378394539768,0.7466755522539024,0.809369489774553,0.6724969068870023,0.6899525529348517,0.9143177146550361,0.6773122126222362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_12,0.6446354988414607,0.30250061915856863,0.6389488144417358,0.7999931002542553,0.7025752935082848,0.7487186625018976,0.5281036789517876,0.6907976630918924,0.8208886297044786,0.6935148807701795,0.716041757413595,0.8628119672510872,0.6083237634503691,0.8675283602654668,0.7373682576580413,0.4645689134997689,0.7178417627747087,0.8275927675671274,0.7419035046636191,0.7201784940723457,0.651232572457716,0.6539174926941342,0.5598465116990597,0.4705033022459533,0.733408043155983,0.8800275106397937,0.7889834537626639,0.5385135628848131,0.6996445892493222,0.8525177575539697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_02,0.534308984444027,0.6113923024003756,0.6835790198510358,0.6591960369326286,0.6925903061006923,0.72268300815283,0.683329643905656,0.6699442913775033,0.6818377170552522,0.48903066365624726,0.8144688026894237,0.6594285725856907,0.8329639156848337,0.6988880139113716,0.7281387623681745,0.635616430002077,0.7042534171393496,0.6580630371170687,0.7174968544462629,0.7109319805696994,0.5537273549421442,0.683643335649915,0.5988609376813645,0.5545965525848632,0.6599882171158112,0.6961237570883902,0.6690579143433903,0.7988698700827361,0.6476437711864396,0.5379606514656775,0.6802266746202028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B52_01,0.6926349900321912,0.60461899284841,0.738830351714841,0.7186957295322476,0.7085022149797547,0.4904466763986093,0.5618470784358256,0.6412387173757843,0.6446499763639488,0.626739723022455,0.5354590256929789,0.8108032621120098,0.8170327121944999,0.8521915573470259,0.6018172040666536,0.629792550257424,0.7182915106484022,0.7739387791939945,0.6822829116413666,0.7256642430891757,0.6885554680133367,0.6506214314003873,0.6593226442987103,0.5862213344090713,0.6867815179479322,0.80930642329423,0.7552675005341738,0.7743672537342001,0.6234832253062341,0.7383004714872884,0.6589902474609445,0.5762274197090346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B55_02,0.7699337067263736,0.7413269113086588,0.5476439244323277,0.14798140780270247,0.5557284406886391,0.5760105345659554,0.747877568820725,0.7063604463730165,0.6982301938640834,0.6083663941502584,0.6832483560944964,0.7521921784819243,0.6532612192210389,0.7886834125738056,0.47675475983466303,0.7044174498284409,0.518687593998675,0.6433192996687301,0.3015154265844959,0.5264569328109981,0.7582959258148357,0.6583206093246579,0.7686697337169272,0.7591487895018021,0.5001869164831012,0.6599534102001245,0.3562720316930565,0.6628472870935479,0.7024159600314295,0.6910812086511179,0.7954747622148771,0.6601296481459011,0.7219279558600284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B57_02,0.8116362372439756,0.722346239200363,0.6701177723502236,0.684220037751979,0.7374207455968853,0.5497905069648666,0.7129213880982802,0.8004418263659349,0.7356417686949203,0.768571158553829,0.6765194997253828,0.9248345009505533,0.7546188586116425,0.9691125658903521,0.7221736989180241,0.7642365298238242,0.726689624892973,0.880862357697141,0.7283354706613795,0.7375792999946748,0.9035396242098486,0.5224309511524848,0.7850024884141827,0.8095151406606272,0.5788965554956889,0.8308716941972515,0.697553842673566,0.7013054483963759,0.7856869518340761,0.8481381428924719,0.7848335615078291,0.7301413837462984,0.6530352227464773,0.6808291553695774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_16,0.8207376719488166,0.5383718926398514,0.5532380927554637,0.7175275877294481,0.6915445055320072,0.5381450583310505,0.49021638990330124,0.7562372155843871,0.788608487545038,0.7845137634555518,0.6663090335161901,0.8695818940362702,0.5549846610641773,0.8725436040324166,0.6822940600127109,0.5574876193312005,0.6969469177072412,0.8883677487886561,0.6768707213630187,0.6915968559400757,0.8003572302120062,0.37585836075188944,0.6898980032382703,0.6108056075860963,0.6368569986585441,0.8425493754139902,0.7203486205109356,0.5175580915900987,0.7498772886221958,0.86123087236517,0.618951794129365,0.7730440577544999,0.6391998453723455,0.7219711394172383,0.5391475207342749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B37_01,0.5039140004272343,0.7236263943144001,0.8067485045917206,0.8394578729383589,0.7882348552237637,0.8157245898714626,0.7144264073729256,0.7138525179685397,0.6775675706219734,0.5724505014626995,0.8773270094309228,0.7282415507070552,0.9299037934546808,0.7693457258977102,0.837901662944872,0.7251140605950843,0.8126003543994608,0.658840232680591,0.8530256559352906,0.803577290755033,0.6064204999219673,0.7659934664337702,0.6659251330200419,0.6569778240277272,0.7539642399243939,0.6821918783521342,0.7571473495844165,0.9043855300653008,0.7157338357377003,0.6785210735561004,0.7725310358569677,0.5592168431987963,0.6454647779788444,0.8279876900889089,0.8137806972850311,0.8403637132593026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_02,0.8342672582071651,0.8278295245549868,0.846803176240744,0.7955395456672624,0.8415372656792336,0.9014280397879015,0.7942747341850032,0.8068479068232126,0.7373780664964783,0.7231923689225404,0.966705011293963,0.3195037666073095,0.8581152347782698,0.22058079582318957,0.8924074088760955,0.8377069278330262,0.8338714750176928,0.6956144282817557,0.8463212542289434,0.8281034701927622,0.7605860149772048,0.7766332473987849,0.7092741797969302,0.768657029457672,0.9089525385830388,0.7696932009494646,0.7966878978559372,0.9426803698743784,0.7938805013694237,0.44854620005084406,0.8800923782976914,0.7046564093567904,0.8146808098881961,0.8020683107215598,0.94135070916807,0.8470536968860372,0.7774329612770878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58_02,0.8264841008593945,0.6311937095610712,0.5254552387978206,0.6684716283848026,0.7747991973947024,0.5701457067361787,0.6112030182312749,0.8020325318905968,0.7154356051162553,0.7424146427799687,0.698616938241243,0.869043035872607,0.6960037367978876,0.8745208634420779,0.7314608537834184,0.6749323030286574,0.7732638149098953,0.8580205055267089,0.72875733981382,0.7785064457189635,0.7568687864011877,0.3185625885753153,0.6942849624402333,0.6872545373413788,0.5796692859216591,0.8351750434591778,0.7040349174224697,0.6394016308579993,0.7951323219195365,0.7997189943962043,0.7016168519623365,0.695294136801816,0.6411062438681174,0.6685809709475504,0.5078054355560292,0.4760917009283573,0.8141585579502786,0.8495735893202989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B42_01,0.7358289805401802,0.7222456222633015,0.6076159869041396,0.4417614007961254,0.3809378148243899,0.6476571529711389,0.7445726070903301,0.6889197981986578,0.7373368822674352,0.6337512314935494,0.7435331724245101,0.7650855369386594,0.6440688602596072,0.7829147468647512,0.5375399384207141,0.7011010304037405,0.35825720067566436,0.6414052401250439,0.47479390201518884,0.3468661030096057,0.7534961075125256,0.7103923576787804,0.7805441391876566,0.7305310914856148,0.607295940246905,0.45789063479985426,0.4395940187477531,0.6651092284353302,0.6905060896826788,0.6760510287534608,0.7767233402946541,0.6574186572207911,0.75930930260278,0.4314919235061891,0.7156696012947059,0.7461743304562496,0.7343531091728479,0.7965521635085823,0.7299474292445343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
