Allele,pLDDT,pTM
DPA103_01_DPB114_01,92.36132530120481,0.87
DQA101_03_DQB106_04,86.39230769230768,0.83
DQA101_01_DQB106_09,92.2552071005917,0.87
DQA103_02_DQB106_02,89.97757396449704,0.86
DPA102_01_DPB104_02,93.47951807228917,0.88
DQA103_02_DQB102_01,93.88325443786982,0.88
DPA101_04_DPB113_01,87.69439759036145,0.83
DQA101_03_DQB105_03,88.03289940828402,0.84
DPA103_01_DPB135_01,92.28578313253011,0.87
DQA105_10_DQB104_02,94.31529761904763,0.88
DQA105_01_DQB103_02,92.23815476190477,0.87
DPA101_05_DPB102_02,90.91457831325302,0.86
DRA01_01_DRB104_07,93.13041666666666,0.88
DPA101_03_DPB123_01,91.16216867469879,0.86
DPA102_07_DPB104_01,93.13951807228916,0.88
DPA103_01_DPB104_02,93.1044578313253,0.88
DPA102_01_DPB114_01,92.64331325301205,0.87
DPA101_05_DPB1188_01,92.92831325301205,0.87
DQA101_01_DQB105_02,91.81934911242604,0.87
DQA105_03_DQB103_03,93.47142857142856,0.88
DQA101_04_DQB106_09,92.25508875739644,0.87
DQA101_02_DQB105_01,90.46514792899407,0.86
DQA106_01_DQB103_22,94.62113095238095,0.89
DQA101_05_DQB104_02,92.78538461538463,0.88
DPA103_02_DPB104_01,92.40795180722893,0.87
DQA102_01_DQB106_01,93.59392857142856,0.88
DQA105_03_DQB106_02,94.23309523809523,0.88
DRA01_01_DRB112_02,82.49142857142859,0.81
DQA105_01_DQB106_03,92.7117857142857,0.88
DPA104_01_DPB101_01,91.34933734939757,0.87
DQA103_01_DQB102_02,93.88325443786982,0.88
DQA105_05_DQB102_02,94.04440476190476,0.87
DQA105_02_DQB103_01,93.11190476190475,0.89
DQA105_05_DQB106_01,92.38315476190476,0.87
DQA103_01_DQB106_01,92.42366863905325,0.87
DPA102_02_DPB104_01,93.13951807228916,0.88
DQA103_02_DQB103_03,93.81863905325444,0.88
DQA101_05_DQB103_22,92.47550295857988,0.87
DQA101_03_DQB104_01,80.37005917159763,0.78
DQA106_01_DQB104_02,92.59339285714285,0.87
DQA101_04_DQB105_02,91.81934911242604,0.87
DQA104_02_DQB103_01,95.50363095238096,0.9
DPA101_03_DPB1188_01,91.83813253012049,0.87
DQA105_03_DQB102_01,94.04440476190476,0.87
DPA101_05_DPB118_01,93.34277108433736,0.88
DQA102_01_DQB102_02,91.58946428571429,0.86
DQA104_01_DQB106_03,94.65077380952381,0.89
DQA105_03_DQB103_19,92.80886904761904,0.88
DPA102_01_DPB113_01,90.03620481927712,0.84
DQA101_01_DQB102_02,88.57538461538462,0.83
DQA104_02_DQB105_03,94.58267857142856,0.89
DRA01_01_DRB104_03,93.24624999999999,0.88
DPA103_02_DPB1101_01,87.05668674698795,0.83
DPA102_07_DPB103_01,93.68867469879518,0.89
DPA103_02_DPB109_01,92.83493975903613,0.88
DQA101_05_DQB106_03,91.25603550295858,0.87
DPA102_02_DPB128_01,93.80614457831325,0.89
DPA102_07_DPB117_01,92.56487951807229,0.87
DRA01_01_DRB104_11,93.53636904761905,0.88
DQA103_02_DQB105_01,90.73165680473372,0.86
DPA101_04_DPB114_01,91.58355421686747,0.86
DQA105_02_DQB106_04,93.48720238095237,0.88
DQA105_10_DQB103_02,92.30988095238095,0.87
DQA105_01_DQB104_02,92.52964285714286,0.86
DQA104_01_DQB103_22,95.50363095238096,0.9
DQA106_01_DQB106_03,94.64309523809523,0.89
DPA102_02_DPB109_01,92.8931325301205,0.88
DPA101_04_DPB135_01,91.69367469879518,0.87
DRA01_01_DRB113_04,93.3935119047619,0.88
DPA103_01_DPB113_01,91.03,0.86
DQA105_02_DQB105_03,93.93339285714285,0.89
DPA101_05_DPB101_01,90.45084337349398,0.85
DQA104_01_DQB104_02,92.33017857142856,0.88
DQA103_03_DQB104_01,93.9768047337278,0.88
DQA105_01_DQB103_22,92.80886904761904,0.88
DQA101_02_DQB103_03,92.72266272189349,0.87
DRA01_01_DRB107_04,94.69940476190476,0.89
DQA104_02_DQB106_04,93.135,0.87
DQA101_01_DQB106_01,89.52781065088757,0.84
DPA102_07_DPB122_01,91.03759036144577,0.86
DPA101_03_DPB105_01,93.30789156626507,0.87
DPA103_02_DPB128_01,93.71084337349397,0.89
DPA101_04_DPB104_02,92.24457831325303,0.87
DQA101_03_DQB102_01,77.04213017751479,0.74
DPA103_01_DPB118_01,93.5644578313253,0.88
DQA106_01_DQB102_02,92.79589285714285,0.86
DQA103_02_DQB105_03,91.42508875739645,0.86
DRA01_01_DRB110_01,94.37809523809523,0.89
DQA101_04_DQB103_02,90.8994674556213,0.86
DPA102_02_DPB102_01,92.96409638554215,0.88
DPA103_02_DPB123_01,92.47765060240964,0.87
DPA102_01_DPB1101_01,86.91963855421686,0.82
DQA101_05_DQB106_01,89.53852071005919,0.84
DQA104_02_DQB105_01,91.97666666666666,0.86
DRA01_01_DRB104_01,93.99767857142858,0.89
DQA105_03_DQB104_01,93.56136904761904,0.87
DQA102_01_DQB104_02,93.83339285714285,0.88
DQA105_05_DQB103_22,92.80892857142857,0.88
DQA103_01_DQB103_22,94.52976331360946,0.89
DQA101_01_DQB106_03,91.25591715976333,0.87
DPA103_02_DPB102_01,90.78385542168674,0.85
DRA01_01_DRB108_07,93.63976190476191,0.88
DQA101_02_DQB103_01,89.6308875739645,0.85
DQA101_05_DQB102_02,88.57520710059173,0.83
DPA102_01_DPB118_01,93.7505421686747,0.89
DQA103_03_DQB103_19,94.52976331360946,0.89
DQA103_01_DQB104_02,92.70384615384614,0.88
DQA105_05_DQB104_02,92.52970238095239,0.86
DQA102_01_DQB103_22,92.87785714285715,0.88
DQA105_02_DQB105_01,93.57125,0.88
DQA103_02_DQB106_04,90.88881656804733,0.86
DQA106_01_DQB106_01,94.77892857142858,0.89
DQA101_03_DQB106_02,84.6546153846154,0.83
DRA01_01_DRB114_02,85.21000000000001,0.83
DPA102_02_DPB123_01,93.02837349397589,0.88
DQA101_01_DQB103_22,92.48497041420117,0.87
DQA105_02_DQB103_03,92.88005952380954,0.88
DPA101_03_DPB117_01,91.26963855421685,0.87
DQA105_01_DQB106_01,92.38315476190476,0.87
DPA101_03_DPB103_01,93.4878313253012,0.88
DQA102_01_DQB106_03,93.55880952380953,0.87
DPA101_04_DPB102_02,91.50349397590361,0.86
DPA103_01_DPB101_01,91.63006024096386,0.86
DQA105_10_DQB106_09,94.39940476190476,0.89
DQA101_02_DQB105_03,90.98224852071006,0.87
DQA104_01_DQB102_02,94.00523809523808,0.87
DPA101_05_DPB113_01,90.58343373493977,0.85
DQA103_03_DQB102_01,93.88325443786982,0.88
DRA01_01_DRB109_01,94.08315476190475,0.89
DPA101_03_DPB122_01,91.02210843373493,0.86
DPA102_07_DPB105_01,92.75295180722892,0.88
DQA103_03_DQB106_02,89.97757396449704,0.86
DQA104_01_DQB106_01,92.67196428571428,0.87
DQA104_02_DQB103_03,93.74267857142857,0.88
DQA101_01_DQB104_02,92.79343195266273,0.88
DQA101_02_DQB106_04,90.30301775147929,0.86
DQA103_02_DQB103_01,94.52976331360946,0.89
DPA102_01_DPB101_01,93.07403614457832,0.88
DQA101_03_DQB103_19,91.27254437869823,0.86
DQA105_01_DQB102_02,94.04440476190476,0.87
DQA105_10_DQB105_02,92.69339285714287,0.88
DQA105_05_DQB106_03,92.7117857142857,0.88
DQA103_01_DQB106_03,91.68260355029587,0.88
DPA101_03_DPB1105_01,92.67072289156627,0.87
DRA01_01_DRB101_01,94.26190476190476,0.88
DPA103_01_DPB109_01,92.43355421686748,0.87
DQA101_05_DQB103_01,92.47550295857988,0.87
DQA101_02_DQB102_02,82.88076923076922,0.8
DPA102_02_DPB113_01,92.16439759036145,0.87
DQA104_01_DQB105_03,94.58267857142856,0.89
DQA105_02_DQB104_02,93.28845238095238,0.87
DQA104_02_DQB103_22,95.50363095238096,0.9
DQA105_05_DQB105_01,92.30833333333334,0.87
DQA103_01_DQB105_01,90.73165680473372,0.86
DQA105_03_DQB106_09,92.72119047619047,0.87
DQA105_01_DQB106_04,93.32172619047618,0.87
DQA101_04_DQB106_02,91.84946745562131,0.87
DPA102_07_DPB1188_01,93.32355421686745,0.89
DRA01_01_DRB115_01,93.62327380952381,0.88
DPA102_01_DPB128_01,93.59849397590361,0.88
DPA103_02_DPB113_01,91.1809638554217,0.86
DQA101_04_DQB102_01,88.57520710059173,0.83
DQA105_01_DQB105_03,94.83589285714285,0.89
DQA106_01_DQB103_01,94.62113095238095,0.89
DQA101_03_DQB103_02,84.47928994082841,0.83
DRA01_01_DRB111_02,93.37250000000002,0.88
DPA102_01_DPB109_01,92.55283132530121,0.87
DPA104_01_DPB102_01,91.105,0.87
DPA103_01_DPB128_01,93.32253012048193,0.88
DQA101_02_DQB106_01,88.32603550295858,0.84
DQA102_01_DQB105_01,92.96333333333334,0.87
DQA105_03_DQB105_02,92.95053571428572,0.87
DQA104_01_DQB106_04,93.135,0.87
DQA104_02_DQB104_02,92.33017857142856,0.88
DPA101_04_DPB1101_01,90.44030120481928,0.85
DQA101_01_DQB103_03,92.37130177514793,0.87
DQA105_02_DQB103_22,93.11190476190475,0.89
DPA103_01_DPB1105_01,93.1044578313253,0.88
DPA101_04_DPB122_01,89.68722891566264,0.84
DPA102_07_DPB104_02,93.62168674698796,0.89
DPA103_01_DPB104_01,91.14692771084337,0.86
DRA01_01_DRB104_04,93.72416666666666,0.88
DQA102_01_DQB103_03,92.35488095238095,0.88
DQA101_05_DQB106_04,91.78402366863905,0.87
DQA101_01_DQB105_01,91.52236686390532,0.87
DPA102_02_DPB1188_01,93.32355421686745,0.89
DQA105_10_DQB104_01,92.64255952380952,0.86
DQA105_01_DQB103_01,92.80886904761904,0.88
DPA102_07_DPB135_01,93.60367469879517,0.88
DQA106_01_DQB105_03,94.89452380952382,0.89
DQA103_02_DQB102_02,93.88325443786982,0.88
DQA101_04_DQB103_19,92.47550295857988,0.87
DPA101_05_DPB102_01,91.49337349397591,0.86
DQA105_02_DQB106_03,93.72303571428571,0.88
DQA106_01_DQB106_04,93.32702380952381,0.88
DPA102_07_DPB114_01,93.32638554216867,0.88
DRA01_01_DRB114_07,91.7017261904762,0.86
DQA105_05_DQB103_03,93.47142857142856,0.88
DQA103_01_DQB103_03,93.81863905325444,0.88
DPA101_05_DPB123_01,91.37740963855421,0.86
DPA102_01_DPB104_01,91.75096385542169,0.86
DQA103_02_DQB106_01,92.42366863905325,0.87
DRA01_01_DRB113_03,94.62714285714286,0.89
DPA101_04_DPB117_01,90.85198795180725,0.86
DPA101_04_DPB103_01,92.3466265060241,0.87
DQA104_02_DQB106_03,94.65077380952381,0.89
DPA101_03_DPB102_02,89.75481927710842,0.84
DQA101_05_DQB105_03,91.78934911242604,0.87
DQA103_03_DQB103_02,93.8473372781065,0.88
DRA01_01_DRB108_02,94.19363095238096,0.89
DQA104_01_DQB103_01,95.50363095238096,0.9
DQA105_02_DQB106_01,93.47267857142857,0.88
DPA101_05_DPB128_01,93.26445783132532,0.88
DPA103_01_DPB1188_01,92.93704819277109,0.88
DQA105_01_DQB103_03,93.47142857142856,0.88
DQA101_02_DQB103_22,89.6308875739645,0.85
DQA101_04_DQB104_01,89.87792899408285,0.85
DQA105_10_DQB103_19,93.46339285714286,0.88
DQA106_01_DQB105_01,94.28625,0.89
DQA101_03_DQB105_02,84.44568047337279,0.83
DQA102_01_DQB103_01,92.87785714285715,0.88
DQA105_03_DQB103_02,92.23815476190477,0.87
DRA01_01_DRB103_02,84.25095238095238,0.82
DQA101_01_DQB105_03,91.78934911242604,0.87
DPA103_02_DPB101_01,91.52596385542168,0.86
DQA104_02_DQB102_02,94.00523809523808,0.87
DPA102_02_DPB1105_01,93.62168674698796,0.89
DRA01_01_DRB104_06,93.32148809523808,0.88
DQA101_03_DQB106_09,90.13970414201184,0.85
DQA101_01_DQB106_04,91.78710059171598,0.87
DQA101_05_DQB105_01,91.52236686390532,0.87
DQA104_01_DQB103_03,93.74267857142857,0.88
DQA101_02_DQB104_02,91.53810650887574,0.86
DRA01_01_DRB107_01,94.36922619047618,0.89
DQA104_02_DQB106_01,92.67196428571428,0.87
DPA101_05_DPB109_01,91.41210843373494,0.86
DQA103_02_DQB106_03,91.68260355029587,0.88
DRA01_01_DRB113_01,92.0914880952381,0.86
DPA102_02_DPB101_01,93.47367469879518,0.88
DRA01_01_DRB114_05,92.04916666666665,0.86
DQA105_02_DQB102_02,92.75958333333334,0.86
DPA101_05_DPB1101_01,90.61626506024096,0.85
DQA105_05_DQB103_01,92.80892857142857,0.88
DQA103_01_DQB103_01,94.52976331360946,0.89
DQA105_10_DQB106_02,94.13488095238095,0.88
DPA102_01_DPB102_01,90.9298795180723,0.86
DPA101_03_DPB135_01,91.6139156626506,0.87
DPA103_02_DPB118_01,93.4694578313253,0.88
DQA105_05_DQB105_03,94.83589285714285,0.89
DQA103_01_DQB105_03,91.42508875739645,0.86
DQA103_02_DQB103_22,94.52976331360946,0.89
DPA102_07_DPB1105_01,93.62168674698796,0.89
DQA101_05_DQB103_03,92.37130177514793,0.87
DQA103_03_DQB105_02,91.03041420118343,0.86
DQA104_01_DQB105_01,91.97666666666666,0.86
DQA102_01_DQB106_04,93.47089285714286,0.87
DPA101_04_DPB105_01,90.90975903614458,0.85
DPA101_03_DPB104_02,92.67072289156627,0.87
DPA103_01_DPB123_01,92.27234939759036,0.87
DPA102_02_DPB118_01,93.8486746987952,0.89
DQA102_01_DQB105_03,93.4870238095238,0.87
DQA101_01_DQB103_01,92.48497041420117,0.87
DPA103_01_DPB102_01,92.13210843373494,0.87
DPA102_07_DPB102_02,92.95873493975904,0.88
DQA101_02_DQB106_03,85.44656804733728,0.84
DPA102_01_DPB123_01,92.63981927710843,0.87
DPA101_05_DPB104_01,92.06933734939759,0.87
DQA105_01_DQB105_01,92.30833333333334,0.87
DQA105_10_DQB102_01,94.13357142857141,0.87
DPA101_03_DPB114_01,91.51572289156627,0.86
DQA103_01_DQB106_04,90.88881656804733,0.86
DQA103_03_DQB106_09,89.12337278106509,0.85
DQA105_05_DQB106_04,93.32160714285713,0.87
DQA103_02_DQB104_02,92.70384615384614,0.88
DQA106_01_DQB103_03,94.51535714285714,0.89
DQA104_02_DQB106_09,92.89380952380952,0.87
DQA105_02_DQB105_02,93.56595238095238,0.88
DQA105_03_DQB103_22,92.80886904761904,0.88
DQA105_05_DQB104_01,93.5625,0.87
DQA103_01_DQB104_01,93.9768047337278,0.88
DPA103_02_DPB1188_01,93.144578313253,0.88
DRA01_01_DRB114_01,91.52708333333334,0.86
DQA101_03_DQB106_01,86.153550295858,0.81
DQA106_01_DQB106_02,94.75113095238095,0.89
DRA01_01_DRB108_04,93.71565476190476,0.89
DPA103_02_DPB102_02,88.87331325301206,0.84
DQA101_05_DQB102_01,88.57520710059173,0.83
DQA104_01_DQB103_19,95.50363095238096,0.9
DRA01_01_DRB114_13,82.89077380952382,0.81
DPA102_01_DPB1105_01,93.47951807228917,0.88
DQA101_02_DQB103_02,85.681775147929,0.84
DQA101_05_DQB106_02,91.84946745562131,0.87
DQA102_01_DQB104_01,92.0994642857143,0.87
DRA01_01_DRB104_02,93.44714285714285,0.88
DQA105_03_DQB104_02,92.52964285714286,0.86
DQA105_02_DQB106_09,93.58982142857144,0.88
DQA104_02_DQB105_02,92.43511904761904,0.87
DQA105_10_DQB103_03,92.63398809523811,0.88
DRA01_01_DRB114_54,91.52708333333334,0.86
DQA101_04_DQB103_01,92.47550295857988,0.87
DQA105_01_DQB103_19,92.80886904761904,0.88
DQA106_01_DQB102_01,92.79589285714285,0.86
DPA102_07_DPB118_01,93.84849397590362,0.89
DQA101_03_DQB102_02,77.04213017751479,0.74
DPA102_02_DPB102_02,92.95873493975904,0.88
DPA101_03_DPB113_01,90.29156626506024,0.85
DQA106_01_DQB103_19,94.62113095238095,0.89
DQA105_01_DQB102_01,94.04440476190476,0.87
DQA105_10_DQB105_01,94.39232142857144,0.89
DQA101_04_DQB105_03,91.78934911242604,0.87
DQA103_02_DQB103_02,93.8473372781065,0.88
DRA01_01_DRB111_04,92.89874999999999,0.88
DPA101_05_DPB103_01,91.95174698795182,0.87
DPA101_04_DPB123_01,91.55259036144578,0.86
DQA104_01_DQB106_02,92.39392857142857,0.87
DPA101_05_DPB117_01,90.54000000000002,0.86
DQA103_03_DQB106_01,92.42366863905325,0.87
DPA103_01_DPB105_01,91.0898795180723,0.86
DQA101_01_DQB104_01,89.84568047337277,0.85
DPA101_04_DPB102_01,91.25686746987951,0.86
DQA105_03_DQB106_03,92.7117857142857,0.88
DQA103_03_DQB102_02,93.88325443786982,0.88
DQA101_05_DQB103_19,92.47550295857988,0.87
DQA104_01_DQB102_01,94.00523809523808,0.87
DPA102_07_DPB101_01,93.47361445783132,0.88
DPA101_03_DPB1101_01,89.25391566265058,0.85
DQA101_04_DQB106_04,91.78402366863905,0.87
DQA105_01_DQB106_02,94.23309523809523,0.88
DPA101_05_DPB122_01,90.7298795180723,0.85
DPA102_01_DPB105_01,89.97253012048192,0.85
DRA01_01_DRB112_03,85.89708333333334,0.82
DQA102_01_DQB102_01,91.58946428571429,0.86
DQA101_01_DQB103_19,92.48497041420117,0.87
DQA105_03_DQB102_02,94.04440476190476,0.87
DPA102_02_DPB135_01,93.60367469879517,0.88
DQA104_02_DQB103_02,92.31958333333333,0.87
DPA101_04_DPB109_01,91.20656626506025,0.87
DQA103_03_DQB106_03,91.68260355029587,0.88
DPA102_02_DPB104_02,93.62168674698796,0.89
DQA103_01_DQB106_02,89.97757396449704,0.86
DQA105_05_DQB106_02,94.23309523809523,0.88
DPA103_02_DPB114_01,93.06048192771085,0.88
DQA101_04_DQB105_01,91.52236686390532,0.87
DQA101_02_DQB106_09,91.28905325443787,0.87
DQA105_10_DQB105_03,92.76958333333334,0.88
DQA106_01_DQB104_01,92.72595238095238,0.88
DQA101_03_DQB104_02,91.27289940828403,0.86
DRA01_01_DRB112_01,84.42910714285715,0.82
DQA105_02_DQB103_02,90.63119047619048,0.85
DPA103_02_DPB135_01,93.54789156626505,0.88
DQA105_05_DQB102_01,94.04440476190476,0.87
DQA103_01_DQB102_01,93.88325443786982,0.88
DPA101_03_DPB118_01,93.11036144578313,0.87
DQA105_10_DQB106_04,93.1775,0.87
DQA101_05_DQB104_01,89.87792899408285,0.85
DQA101_03_DQB103_22,91.27254437869823,0.86
DQA101_02_DQB105_02,90.25437869822484,0.86
DPA102_02_DPB114_01,93.32644578313253,0.88
DQA105_03_DQB106_01,92.38315476190476,0.87
DQA102_01_DQB106_02,92.95714285714287,0.87
DPA103_02_DPB104_02,92.70463855421686,0.87
DPA101_04_DPB128_01,93.76813253012047,0.88
DQA103_02_DQB106_09,89.12337278106509,0.85
DPA103_02_DPB1105_01,92.70463855421686,0.87
DQA103_03_DQB104_02,92.70384615384614,0.88
DQA104_01_DQB104_01,92.38613095238095,0.88
DPA101_04_DPB104_01,91.97746987951807,0.87
DPA103_01_DPB122_01,91.35506024096385,0.86
DPA102_01_DPB117_01,90.9832530120482,0.86
DQA101_01_DQB106_02,91.84940828402368,0.87
DPA102_01_DPB103_01,92.6317469879518,0.87
DQA101_03_DQB106_03,88.82420118343195,0.85
DPA102_01_DPB1188_01,93.20765060240964,0.88
DPA102_07_DPB113_01,92.16439759036145,0.87
DQA105_05_DQB103_19,92.80892857142857,0.88
DQA103_01_DQB103_19,94.52976331360946,0.89
DPA102_01_DPB122_01,91.52554216867469,0.86
DPA101_05_DPB105_01,91.0132530120482,0.85
DPA103_01_DPB117_01,90.85271084337352,0.86
DQA103_03_DQB103_22,94.52976331360946,0.89
DQA101_04_DQB103_03,92.37130177514793,0.87
DQA105_10_DQB103_01,93.46339285714286,0.88
DQA105_01_DQB104_01,93.56136904761904,0.87
DQA103_02_DQB105_02,91.03041420118343,0.86
DPA101_03_DPB101_01,92.5806626506024,0.87
DQA101_01_DQB102_01,88.57538461538462,0.83
DQA102_01_DQB103_19,92.87785714285715,0.88
DPA103_01_DPB103_01,92.6401204819277,0.87
DRA01_01_DRB103_04,83.2907738095238,0.81
