,A01_01,A26_01,A26_02,A26_03,A29_02,A30_01,A30_02,A30_03,A30_04,A32_01,A02_01,A02_02,A02_03,A02_04,A02_05,A02_06,A02_07,A02_14,A02_17,A68_02,A69_01,A03_01,A11_01,A31_01,A33_01,A33_03,A66_01,A68_01,A74_01,A23_01,A24_02
A02_01,17.40105294570263,17.634052017926752,17.123220592963854,16.160685497976647,20.240018270696034,19.753295117417398,21.047957420739852,20.40644133470926,20.325237546982613,19.197538141275636,0.0,8.640047058313256,12.117927916175441,7.767887672141424,9.768111086222122,11.785576949152608,14.404061605961871,9.666100269141618,9.973726632210623,16.539356445777393,17.9072416805207,18.54776340595781,18.68952428483629,19.638462877986967,20.59246533173519,20.65272948316045,17.11205973988424,20.59870033566578,17.75921509763155,18.454020262590458,19.33864595326836
A02_02,17.54632520326679,17.63682743741152,17.379216096389353,16.526005452539188,21.01053844422327,19.62444156546384,20.699109274729736,20.22489516834429,20.25654685188131,19.03610120455882,8.640047058313256,0.0,12.59901285251972,9.909097414825872,10.123435914479074,11.812196069899372,14.801619291520591,9.47324966902236,9.193049622788026,16.994764224788547,18.383103515923484,18.713019641552734,18.69659355505809,19.676558002797982,20.573813308995963,20.826239257586092,17.2204390357927,20.55685474483513,18.22318034572698,18.859663461376698,19.774171730359637
A02_03,20.381935974435166,19.763018679015726,19.683379559626967,17.94509757061245,19.703784128384125,18.644812830035992,19.37426838469075,18.749457827221725,18.57621758500967,21.288673796748803,12.117927916175441,12.59901285251972,0.0,13.030386593865883,14.491963629302118,9.62002163698021,12.936034570058357,14.120343078367807,13.21838269270146,19.033708308300678,17.2163245318983,16.91960131912452,19.769805842321272,19.00310154214275,19.878187584347156,18.232821528576554,19.949523362897246,19.134355765068637,16.513091632486212,21.5049620728462,20.682140413670574
A02_04,17.020515025576678,17.98543140722275,17.5356976087166,16.716934458715496,19.848305773440384,19.55716247341576,20.983360861750494,20.0227859993081,19.863678509969517,18.74577696847916,7.767887672141424,9.909097414825872,13.030386593865883,0.0,10.964733793766623,11.960650349810656,15.080723475190112,11.04086692352653,7.232608044955768,16.769681188832703,18.432102464680543,18.18425720507977,18.389451501019426,19.285526809099643,20.321978712162363,20.31734636207655,17.644250602926192,20.12266604427509,17.2338003853458,17.629214378287617,19.102645225713452
A02_05,17.71239493372295,17.338482125349543,16.60899793419656,14.988833217747183,20.921358529671107,19.138849024213467,20.366576143746144,19.589825414767525,19.544857205946315,19.673370850941193,9.768111086222122,10.123435914479074,14.491963629302118,10.964733793766623,0.0,13.283550369454836,13.074495672037996,4.641840632984746,11.590595770474685,14.983328460529663,17.52172191997736,18.69628955680026,18.426749997876122,19.689306458142703,20.64331001627295,20.228880764583625,16.755344146246895,19.98464650068736,17.624631487115604,17.113971057781267,18.717278693007042
A02_06,19.888785046015105,19.15217995518699,18.923661911748596,18.01195464594993,19.574928540082357,18.55710782032633,18.974867821858737,18.559924010336793,18.561355026571427,20.91105953410636,11.785576949152608,11.812196069899372,9.62002163698021,11.960650349810656,13.283550369454836,0.0,12.613193247511855,12.353298559380123,12.662980424689039,18.339195902743484,16.172665809601476,17.521702292900624,18.6823745287224,17.155363307355444,18.16992034342616,19.650508380503414,18.973200612865508,18.09353000932065,17.0796247830925,20.561387981929453,20.11319824287447
A02_07,20.044930359296142,19.655549051730212,19.959107354555968,18.020988809890966,20.74382793370158,18.981252674725052,19.56977500034101,19.09775282397044,19.228175387046324,21.473033509089472,14.404061605961871,14.801619291520591,12.936034570058357,15.080723475190112,13.074495672037996,12.613193247511855,0.0,12.840886345637465,15.18582568278654,18.26305717500881,17.46019375150006,18.115802047309778,20.176149429689048,19.716856296679403,20.45838069952063,19.761917177464376,20.057348301681408,19.573719218689398,17.556441981676574,20.792545036774328,20.26806229420308
A02_14,17.43177913060754,17.178642697783676,16.809581070431936,15.20925552179688,20.873773826689025,18.987689618701722,19.786192809653524,19.44066619836459,19.53615718777849,19.56399109484371,9.666100269141618,9.47324966902236,14.120343078367807,11.04086692352653,4.641840632984746,12.353298559380123,12.840886345637465,0.0,10.85924449839109,15.05355831017494,17.476393896120776,18.585736581144026,18.17893477583708,19.65465277812416,20.54079543490368,20.08143397845099,16.761089146377483,19.980520839515265,17.894637214297724,17.341229846608858,18.756192780286206
A02_17,17.214392121793313,18.30845910553775,18.115792521536786,16.767266529391893,20.211295535827208,19.618301075191727,20.62631686965472,19.794387643849923,19.742247982796673,18.88227410435108,9.973726632210623,9.193049622788026,13.21838269270146,7.232608044955768,11.590595770474685,12.662980424689039,15.18582568278654,10.85924449839109,0.0,16.88254665116874,19.59347942429695,18.176283165185087,17.740311385357835,19.25763395376735,20.10101307249942,20.10794655817646,18.121543831505587,19.605060623018588,17.502339697179032,17.985523667297798,19.009930748939688
A68_02,15.16253752798523,11.207614445271613,10.852785806923949,13.337163916077385,18.69103911765098,16.50728217665457,19.198982605091512,17.355380025053115,17.188709375134295,17.67140781065164,16.539356445777393,16.994764224788547,19.033708308300678,16.769681188832703,14.983328460529663,18.339195902743484,18.26305717500881,15.05355831017494,16.88254665116874,0.0,13.483160773746652,15.53454753846873,15.294817738618478,18.00508374374663,17.23041040213931,16.851938630151142,10.193563965894235,14.499213030789926,15.836951700792985,18.92526282739815,19.82869671325982
A69_01,18.098931563504856,15.200959083327382,14.429274751870464,17.86962454408629,16.619734300095587,14.06425260454314,18.488500326298652,15.855124132426983,15.726130423817034,19.543643439718302,17.9072416805207,18.383103515923484,17.2163245318983,18.432102464680543,17.52172191997736,16.172665809601476,17.46019375150006,17.476393896120776,19.59347942429695,13.483160773746652,0.0,13.743081333057734,17.840237187145597,16.4048390985533,15.932894981974071,15.775233756291055,13.306731487133526,15.01003344353517,13.795220485677163,20.795152969457295,20.19172199616305
A03_01,13.925170538898143,14.615079337719935,14.995010387798363,16.473627940807138,15.090753645702897,10.344988704732222,15.48918964499647,12.20924395294606,11.913320297370696,16.257904728804284,18.54776340595781,18.713019641552734,16.91960131912452,18.18425720507977,18.69628955680026,17.521702292900624,18.115802047309778,18.585736581144026,18.176283165185087,15.53454753846873,13.743081333057734,0.0,13.24729249839142,13.232259203283649,14.750402408967505,12.782181755070575,13.76555935284208,12.132390443465031,7.5873891534243425,20.817826729801673,20.01273314683453
A11_01,12.988777871099098,15.091593908378044,15.124997836614233,16.03372683950809,17.79732240451874,15.706655088780435,17.514153706399973,15.081897235703336,15.297031948391375,14.970265468637974,18.68952428483629,18.69659355505809,19.769805842321272,18.389451501019426,18.426749997876122,18.6823745287224,20.176149429689048,18.17893477583708,17.740311385357835,15.294817738618478,17.840237187145597,13.24729249839142,0.0,13.4333925628234,14.510582572367749,17.218297344338595,14.509080154771377,12.319082196589328,14.374627771235227,20.571459658748847,21.014157278168298
A31_01,16.74437052885877,17.706693669528867,17.275626281547837,18.97032395848019,14.342322985440845,12.558474067504207,15.945089608727745,11.781694600185672,11.7448206998207,16.287079921750188,19.638462877986967,19.676558002797982,19.00310154214275,19.285526809099643,19.689306458142703,17.155363307355444,19.716856296679403,19.65465277812416,19.25763395376735,18.00508374374663,16.4048390985533,13.232259203283649,13.4333925628234,0.0,6.84854691524297,14.192331977025498,16.848436850072254,13.616278878762584,13.277340430800026,20.163325380552426,19.31268803935971
A33_01,17.56146068954439,16.68771150888053,16.764590238414144,18.33624829895105,14.325744560375847,14.123395073536928,16.882419179972533,13.22473230803719,13.375636064846917,17.466753900095927,20.59246533173519,20.573813308995963,19.878187584347156,20.321978712162363,20.64331001627295,18.16992034342616,20.45838069952063,20.54079543490368,20.10101307249942,17.23041040213931,15.932894981974071,14.750402408967505,14.510582572367749,6.84854691524297,0.0,13.751521335643123,16.237537858244366,12.575621579759353,14.813051998546095,21.37477594327135,20.074553481639395
A33_03,18.40226100056856,16.18370804557837,15.794939129865032,17.256742293102185,15.159043816966106,13.45056349283971,15.679861455910919,14.155106881931703,14.414241002273448,20.23104843702944,20.65272948316045,20.826239257586092,18.232821528576554,20.31734636207655,20.228880764583625,19.650508380503414,19.761917177464376,20.08143397845099,20.10794655817646,16.851938630151142,15.775233756291055,12.782181755070575,17.218297344338595,14.192331977025498,13.751521335643123,0.0,15.85237080651,13.993460300799349,11.88520650875869,20.72908545912595,20.119972318284297
A66_01,14.215957897453599,7.6110973219731175,6.7267507369434965,11.807579122206661,17.80061962429109,16.070513908960184,19.54252953452518,17.37177059202688,17.200938073361076,16.843905477352923,17.11205973988424,17.2204390357927,19.949523362897246,17.644250602926192,16.755344146246895,18.973200612865508,20.057348301681408,16.761089146377483,18.121543831505587,10.193563965894235,13.306731487133526,13.76555935284208,14.509080154771377,16.848436850072254,16.237537858244366,15.85237080651,0.0,14.274231146087537,14.139719129182053,20.039090036417363,21.011727158429437
A68_01,16.943316219931422,14.584701743395463,15.078326202544519,16.178975193935493,16.767567550752634,15.16363161685176,17.416891223786614,14.66923557705863,14.568198325110835,17.844028991217282,20.59870033566578,20.55685474483513,19.134355765068637,20.12266604427509,19.98464650068736,18.09353000932065,19.573719218689398,19.980520839515265,19.605060623018588,14.499213030789926,15.01003344353517,12.132390443465031,12.319082196589328,13.616278878762584,12.575621579759353,13.993460300799349,14.274231146087537,0.0,12.627996007577423,22.174767294921043,21.371647373676396
A74_01,14.588815299516368,14.705874481690621,14.440581546959615,16.04739965638724,14.370876619228172,11.942128256615137,16.72552988698679,13.364230884477726,13.143725925722837,16.936003905146876,17.75921509763155,18.22318034572698,16.513091632486212,17.2338003853458,17.624631487115604,17.0796247830925,17.556441981676574,17.894637214297724,17.502339697179032,15.836951700792985,13.795220485677163,7.5873891534243425,14.374627771235227,13.277340430800026,14.813051998546095,11.88520650875869,14.139719129182053,12.627996007577423,0.0,19.62093149716005,19.01377518923498
A23_01,19.021486515235278,20.142075197280626,19.42492139096559,20.923645105209335,21.156841074015283,19.046468637532833,20.966607431967063,19.295688802372812,19.292573894716114,18.059675544284637,18.454020262590458,18.859663461376698,21.5049620728462,17.629214378287617,17.113971057781267,20.561387981929453,20.792545036774328,17.341229846608858,17.985523667297798,18.92526282739815,20.795152969457295,20.817826729801673,20.571459658748847,20.163325380552426,21.37477594327135,20.72908545912595,20.039090036417363,22.174767294921043,19.62093149716005,0.0,10.076967611334476
A24_02,19.8194136579373,20.675148632723243,20.48160328585086,21.247446886751778,20.117660263609757,18.381615920689168,19.90379336609261,18.179228061350535,18.223945990073947,18.196657078858394,19.33864595326836,19.774171730359637,20.682140413670574,19.102645225713452,18.717278693007042,20.11319824287447,20.26806229420308,18.756192780286206,19.009930748939688,19.82869671325982,20.19172199616305,20.01273314683453,21.014157278168298,19.31268803935971,20.074553481639395,20.119972318284297,21.011727158429437,21.371647373676396,19.01377518923498,10.076967611334476,0.0
